건물명,특수지명,블록,로트,용도코드,용도코드명,구조코드,구조코드명,주건축물수,연면적(㎡),총세대수(세대),철거멸실구분코드,철거멸실구분코드명,철거시작일,철거종료일,철거멸실일,건축허가일,착공예정일,착공일,사용검사일,사용검사예정일,생성일자,순번,대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리주택대장PK
,,,,,,,,0,213035.37,0,,,,,,20180720,,,20181030,20180823,20181031,173,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100016667
,,,,,,,,0,0,0,,,,,,20180801,,,,,20180802,174,서울특별시 광진구 구의동 587-54번지,11215,10300,0,0587,0054,11215-100016726
,,,,,,,,0,0,0,,,,,,20180817,,,20180904,,20180905,175,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100016806
,,,,,,,,0,0,0,,,,,,20180829,20180830,,,20180920,20180830,176,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100016926
,,,,,,,,0,0,0,,,,,,20180830,,,20181106,20180927,20181107,177,서울특별시 광진구 구의동 656번지,11215,10300,0,0656,0000,11215-100016946
,,,,,,,,0,0,0,,,,,,20180912,,,20181004,,20181005,178,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100017026
,,,,,,,,0,0,0,,,,,,20180914,,,,,20180915,179,서울특별시 광진구 구의동 610번지,11215,10300,0,0610,0000,11215-100017066
,,,,,,,,0,0,0,,,,,,20180918,,,20180920,,20180921,180,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100017088
,,,,,,,,0,0,0,,,,,,20180921,,,,,20180922,181,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100017127
,,,,,,,,0,0,0,,,,,,20180928,,,,,20180929,182,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100017166
,,,,,,,,0,0,0,,,,,,20181002,,,,,20181003,183,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100017186
,,,,,,,,0,0,0,,,,,,20181030,,,,,20181031,184,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100017406
,,,,,,,,0,0,0,,,,,,20181031,,,20190417,20181210,20190418,185,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100017446
,,,,,,,,0,0,0,,,,,,20181112,,,20181217,,20181218,186,서울특별시 광진구 구의동 660번지,11215,10300,0,0660,0000,11215-100017528
,,,,,,,,0,0,0,,,,,,20181122,,,,,20181123,187,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100017626
e편한세상 광진 그랜드파크,,,,02000,공동주택,,,12,130538.3195,730,,,,,,20181126,20190117,,20211230,20211231,20220110,188,서울특별시 광진구 구의동 680번지,11215,10300,0,0680,0000,11215-100017647
,,,,,,,,0,0,0,,,,,,20181207,20181206,,,20181223,20181211,189,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100017788
,,,,,,,,0,0,0,,,,,,20181207,,,20181210,,20181211,190,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100017806
,,,,,,,,0,0,0,,,,,,20181231,20181229,,,20190119,20190102,191,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100018046
,,,,,,,,0,0,0,,,,,,20181231,20190104,,,20190131,20190102,192,서울특별시 광진구 구의동 587-54번지,11215,10300,0,0587,0054,11215-100018047
,,,,,,,,0,0,0,,,,,,20190103,,,20190829,,20190830,193,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100018086
,,,,,,,,0,246440,0,,,,,,20190104,,,20190408,20190105,20190409,194,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100018106
,,,,,,,,0,0,0,,,,,,20190107,,,20190509,,20190510,195,서울특별시 광진구 구의동 587-54번지,11215,10300,0,0587,0054,11215-100018126
,,,,,,,,0,0,0,,,,,,20190107,,,20190108,,20190109,196,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100018146
,,,,,,,,0,0,0,,,,,,20190107,,,20190108,,20190109,197,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100018147
,,,,,,,,0,0,0,,,,,,20190107,,,20190108,,20190109,198,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100018148
,,,,,,,,0,0,0,,,,,,20190110,,,20190708,,20190713,199,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100018186
,,,,,,,,0,0,0,,,,,,20190131,,,20190703,,20190713,200,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100018326
,,,,,,,,0,0,0,,,,,,20190215,20190220,,,20190316,20190216,201,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100018347
,,,,,,,,0,0,0,,,,,,20190219,,,20190401,,20190405,202,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100018366
,,,,,,,,0,0,0,,,,,,20190220,,,20190410,,20190411,203,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100018406
,,,,,,,,0,0,0,,,,,,20190305,20190307,,,20190407,20190306,204,서울특별시 광진구 구의동 657번지,11215,10300,0,0657,0000,11215-100018467
,,,,,,,,0,0,0,,,,,,20190307,,,20190430,,20190503,205,서울특별시 광진구 구의동 587-54번지,11215,10300,0,0587,0054,11215-100018486
,,,,,,,,0,0,0,,,,,,20190311,20190308,,,20190408,20190312,206,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100018506
,,,,,,,,0,0,0,,,,,,20190320,,,20190509,,20190510,207,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100018586
,,,,,,,,0,0,0,,,,,,20190321,,,,,20190322,208,서울특별시 광진구 구의동 610번지,11215,10300,0,0610,0000,11215-100018626
,,,,,,,,0,0,0,,,,,,20190326,,,,,20190327,209,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100018686
,,,,,,,,0,0,0,,,,,,20190326,,,20190620,,20190621,210,서울특별시 광진구 구의동 610번지,11215,10300,0,0610,0000,11215-100018706
,,,,,,,,0,0,0,,,,,,20190403,,,20190708,,20190713,211,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100018807
광진 파크 프라이빗,,,,02000,공동주택,,,2,5440.74,58,,,,,,20190408,20190624,,20200901,20200828,20200918,212,서울특별시 광진구 구의동 204-3번지,11215,10300,0,0204,0003,11215-100018846
,,,,02000,공동주택,,,2,1341.86,40,,,,,,20190503,20190517,,20191230,20191231,20191231,213,서울특별시 광진구 구의동 56-4번지,11215,10300,0,0056,0004,11215-100018966
래미안 파크스위트,,,,,,,,14,45887.52,0,,,,,,20190503,,,20191017,,20191018,214,서울특별시 광진구 구의동 668번지,11215,10300,0,0668,0000,11215-100018967
동산연립,,,,02000,공동주택,21,철근콘크리트구조,1,3072.37,0,1,철거,20190524,20190615,,20190522,,,,,20190523,215,서울특별시 광진구 구의동 204-3번지,11215,10300,0,0204,0003,11215-100019066
,,,,,,,,0,0,0,,,,,,20190527,,,,,20190528,216,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100019106
,,,,,,,,0,0,0,,,,,,20190531,,,,,20190601,217,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100019126
구의동 새한아파트,,,,02000,공동주택,,,6,18345.8,126,,,,,,19980415,19981110,,20001031,,20120207,218,서울특별시 광진구 구의동 656번지,11215,10300,0,0656,0000,11215-10
,,,,,,,,0,213035.37,0,,,,,,20220822,20220901,,,20220930,20220823,219,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-1000000000000000009753
,,,,,,,,0,0,0,,,,,,20220902,20220901,,20221026,20221007,20221028,220,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-1000000000000000014103
,,,,,,,,0,0,0,,,,,,20220915,20220916,,,20221006,20220919,221,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-1000000000000000020654
,,,,,,,,0,0,0,,,,,,20220923,,,,,20220927,222,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-1000000000000000024654
,,,,,,,,0,0,0,,,,,,20221006,20221006,,20221114,20221104,20221116,223,서울특별시 광진구 구의동 546-7번지,11215,10300,0,0546,0007,11215-1000000000000000027958
,,,,,,,,0,0,0,,,,,,20221006,,,,,20221011,224,서울특별시 광진구 구의동 657번지,11215,10300,0,0657,0000,11215-1000000000000000028054
,,,,,,,,0,0,0,,,,,,20221014,20221015,,,20221105,20221017,225,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-1000000000000000031116
,,,,,,,,0,0,0,,,,,,20190627,,,,,20190713,226,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100019346
,,,,,,,,0,246440,0,,,,,,20190628,20190701,,,20190722,20190713,227,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100019366
,,,,,,,,0,0,0,,,,,,20190712,,,20190930,,20191001,228,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100019409
,,,,,,,,0,0,0,,,,,,20190712,20190715,,,20190805,20190713,229,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100019410
,,,,,,,,0,0,0,,,,,,20190712,20190715,,,20190805,20190713,230,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100019411
,,,,,,,,0,0,0,,,,,,20190723,20190721,,,20190811,20190724,231,서울특별시 광진구 구의동 587-54번지,11215,10300,0,0587,0054,11215-100019447
,,,,,,,,0,36306.16,0,,,,,,20190730,20190725,,,20190815,20190802,232,서울특별시 광진구 구의동 587-54번지,11215,10300,0,0587,0054,11215-100019567
,,,,,,,,0,0,0,,,,,,20190731,,,20190925,,20190926,233,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100019587
,,,,,,,,0,0,0,,,,,,20190805,,,,,20190806,234,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100019607
,,,,,,,,0,0,0,,,,,,20190830,20190903,,,20190910,20190902,235,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100019728
,,,,,,,,0,0,0,,,,,,20190909,,,20191112,,20191113,236,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100019767
,,,,,,,,0,0,0,,,,,,20221019,20221018,,,20221111,20221021,237,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-1000000000000000032215
,,,,,,,,0,0,0,,,,,,20221031,20221026,,,20221119,20221102,238,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-1000000000000000036103
,,,,,,,,0,0,0,,,,,,20221031,20221028,,,20221123,20221102,239,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-1000000000000000037053
,,,,,,,,0,0,0,,,,,,20221102,20221031,,20221201,20221125,20221205,240,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-1000000000000000041054
,,,,,,,,0,246440,0,,,,,,20221107,20221108,,,20230401,20221109,241,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-1000000000000000046553
,,,,,,,,0,0,0,,,,,,20221114,20221111,,,20221130,20221116,242,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-1000000000000000053253
,,,,,,,,0,0,0,,,,,,20221129,,,,,20221202,243,서울특별시 광진구 구의동 610번지,11215,10300,0,0610,0000,11215-1000000000000000059524
,,,,,,,,0,51776.34,0,,,,,,20221129,20221205,,,20230113,20221202,244,서울특별시 광진구 구의동 610번지,11215,10300,0,0610,0000,11215-1000000000000000059539
,,,,,,,,0,0,0,,,,,,20221206,20221212,,20230126,20230111,20230201,245,서울특별시 광진구 구의동 587-54번지,11215,10300,0,0587,0054,11215-1000000000000000061285
,,,,,,,,0,0,0,,,,,,20221213,20221222,,,20230112,20221215,246,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-1000000000000000063639
한양연립 일대 가로주택정비사업,,,,02000,공동주택,,,6,38555.0501,211,,,,,,20221220,20230801,,,20251201,20221222,247,서울특별시 광진구 구의동 592-39번지,11215,10300,0,0592,0039,11215-1000000000000000066316
,,,,,,,,0,0,0,,,,,,20221226,,,20230206,,20230208,248,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-1000000000000000070257
,,,,,,,,0,0,0,,,,,,20190925,,,,,20190926,249,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100019827
,,,,,,,,0,0,0,,,,,,20191004,20191002,,,20191010,20191007,250,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100019910
,,,,,,,,0,0,0,,,,,,20191016,20191018,,,20191108,20191017,251,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100019967
,,,,,,,,0,0,0,,,,,,20191022,,,,,20191024,252,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100020007
,,,,,,,,0,213035.37,0,,,,,,20191031,20191031,,,20191129,20191101,253,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100020067
,,,,,,,,0,11219.198,0,,,,,,20191105,20191105,,,20191210,20191108,254,서울특별시 광진구 구의동 660번지,11215,10300,0,0660,0000,11215-100020107
,,,,,,,,0,0,0,,,,,,20191118,,,20200107,,20200108,255,서울특별시 광진구 구의동 657번지,11215,10300,0,0657,0000,11215-100020227
,,,,,,,,0,213035.37,0,,,,,,20230112,20230109,,,20230508,20230116,256,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-1000000000000000081454
,,,,,,,,0,0,0,,,,,,20230113,20230116,,,20230228,20230116,257,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-1000000000000000082160
,,,,,,,,0,0,0,,,,,,20230118,,,,,20230120,258,서울특별시 광진구 구의동 680번지,11215,10300,0,0680,0000,11215-1000000000000000083657
,,,,,,,,0,0,0,,,,,,20230210,20230209,,,20230303,20230213,259,서울특별시 광진구 구의동 546-7번지,11215,10300,0,0546,0007,11215-1000000000000000093365
,,,,,,,,0,130538.3195,0,,,,,,20230213,20230201,,,20230331,20230215,260,서울특별시 광진구 구의동 680번지,11215,10300,0,0680,0000,11215-1000000000000000094353
,,,,,,,,0,0,0,,,,,,20230215,,,,,20230217,261,서울특별시 광진구 구의동 668번지,11215,10300,0,0668,0000,11215-1000000000000000095457
,,,,,,,,0,0,0,,,,,,20230223,20230228,,,20230321,20230227,262,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-1000000000000000097815
,,,,,,,,0,0,0,,,,,,20230228,,,,,20230302,263,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-1000000000000000098694
,,,,,,,,0,0,0,,,,,,20230302,20230306,,,20230407,20230306,264,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-1000000000000000099106
,,,,,,,,0,0,0,,,,,,20230329,20230404,,,20230428,20230403,265,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-1000000000000000104857
,,,,,,,,0,11447.42,0,,,,,,20110110,20110115,,,20110215,20110112,266,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100004049
,,,,,,,,0,213035.37,0,,,,,,20110113,20110118,,,20110203,20110114,267,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004081
,,,,,,,,0,213035.37,0,,,,,,20110119,20110131,,,,20110120,268,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004101
,,,,,,,,0,246440,0,,,,,,20110131,20110207,,,20110228,20110201,269,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100004142
,,,,,,,,0,23715.66,0,,,,,,20110201,20110207,,,20110220,20110211,270,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100004161
,,,,,,,,0,14451.03,0,,,,,,20110201,20110207,,,20110220,20110211,271,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004162
,,,,,,,,0,0,0,,,,,,20110210,,,20110701,,20110705,272,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100004181
,,,,,,,,0,8432.04,0,,,,,,20110210,,,,,20110211,273,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004183
,,,,,,,,0,0,0,,,,,,20110214,,,20110404,20110301,20110405,274,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100004203
,,,,,,,,0,14944.01,0,,,,,,20110223,,,,,20110224,275,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100004282
,,,,,,,,0,12648.06,0,,,,,,20110223,,,,,20110224,276,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004283
,,,,,,,,0,15052.02,0,,,,,,20110223,,,,,20110224,277,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004284
,,,,,,,,0,11231.26,0,,,,,,20110308,,,,,20110309,278,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004321
,,,,,,,,0,14451.03,0,,,,,,20110316,,,,,20110318,279,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004361
,,,,,,,,0,11626.91,0,,,,,,20110325,,,,,20110326,280,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004422
,,,,,,,,0,15052.02,0,,,,,,20110325,,,,,20110326,281,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004423
,,,,,,,,0,11626.91,0,,,,,,20110401,,,,,20110405,282,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004424
,,,,,,,,0,10034.68,0,,,,,,20110419,,,,,20110422,283,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004484
,,,,,,,,0,11626.92,0,,,,,,20110428,,,,,20110429,284,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004544
,,,,,,,,0,11231.26,0,,,,,,20110517,,,,,20110518,285,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004564
,,,,,,,,0,14451.03,0,,,,,,20110531,,,,,20110601,286,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004584
,,,,,,,,0,10034.68,0,,,,,,20110608,,,,,20110609,287,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004604
,,,,,,,,0,0,0,,,,,,20110704,,,20110805,,20110806,288,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004644
,,,,,,,,0,10034.68,0,,,,,,20110708,,,,,20110712,289,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004664
,,,,,,,,0,14451.03,0,,,,,,20110711,,,,,20110712,290,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004684
,,,,,,,,0,0,0,,,,,,20110714,,,20120126,20110805,20120127,291,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100004744
,,,,,,,,0,11231.26,0,,,,,,20110722,,,,,20110726,292,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004764
,,,,,,,,0,11626.91,0,,,,,,20110722,,,,,20110726,293,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004766
래미안 파크스위트,,,,02000,공동주택,,,14,137746.33,854,,,,,,20110727,20150901,,20180927,,20180928,294,서울특별시 광진구 구의동 122-2번지,11215,10300,0,0122,0002,11215-100004784
,,,,,,,,0,8432.04,0,,,,,,20110902,,,,,20110906,295,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004844
,,,,,,,,0,0,0,,,,,,20110922,,,,,20110923,296,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004926
,,,,,,,,0,213035.37,0,,,,,,20110922,,,,,20110923,297,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100004944
,,,,,,,,0,23715.66,0,,,,,,20111004,,,,,20111006,298,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100004965
,,,,,,,,0,10034.68,0,,,,,,20111109,,,,,20111110,299,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100005105
,,,,,,,,0,213035.37,0,,,,,,20111205,,,,,20111206,300,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100005185
,,,,,,,,0,10034.68,0,,,,,,20120106,,,,,20120112,301,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100005284
,,,,,,,,0,213035.37,0,,,,,,20120106,,,,,20120112,302,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100005285
,,,,,,,,0,11626.92,0,,,,,,20120120,,,,,20120121,303,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100005344
,,,,,,,,0,23715.66,0,,,,,,20120309,,,,,20120313,304,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100005464
,,,,,,,,0,10034.68,0,,,,,,20120309,,,,,20120313,305,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100005465
,,,,,,,,0,11231.26,0,,,,,,20120316,,,,,20120317,306,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100005484
,,,,,,,,0,0,0,,,,,,20120316,,,,,20120317,307,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100005485
,,,,,,,,0,11447.42,0,,,,,,20120329,,,,,20120330,308,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100005505
,,,,,,,,0,11447.42,0,,,,,,20120330,,,,,20120331,309,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100005524
,,,,,,,,0,23715.66,0,,,,,,20120412,,,,,20120413,310,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100005544
,,,,,,,,0,23715.66,0,,,,,,20120419,,,,,20120605,311,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100005586
,,,,,,,,0,0,0,,,,,,20120522,,,,,20120523,312,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100005664
,,,,,,,,0,0,0,,,,,,20120801,,,,,20120802,313,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100005784
,,,,,,,,0,0,0,,,,,,20120919,,,,,20120920,314,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100005925
,,,,,,,,0,0,0,,,,,,20121024,,,,,20121025,315,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100006025
,,,,,,,,0,0,0,,,,,,20121114,,,,,20121115,316,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100006084
,,,,,,,,0,0,0,,,,,,20121221,,,,,20121222,317,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100006164
,,,,,,,,0,0,0,,,,,,20130327,,,,,20130328,318,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100006385
세인트힐 빌리지,,,,02000,공동주택,,,2,5346.68,47,,,,,,20130416,20150202,,20160516,20160504,20180914,319,서울특별시 광진구 구의동 552-8번지,11215,10300,0,0552,0008,11215-100006444
힐하우스,,,,02000,공동주택,,,1,2358.01,73,,,,,,20130426,20140530,,20150205,20150106,20150207,320,서울특별시 광진구 구의동 596-1번지,11215,10300,0,0596,0001,11215-100006504
,,,,,,,,0,0,0,,,,,,20130506,,,,,20130507,321,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100006544
,,,,,,,,0,0,0,,,,,,20130513,,,,,20130514,322,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100006584
,,,,,,,,0,51776.34,0,,,,,,20210407,20210412,,,20210530,20210408,323,서울특별시 광진구 구의동 610번지,11215,10300,0,0610,0000,11215-100024388
,,,,,,,,0,0,0,,,,,,20210414,,,,,20210415,324,서울특별시 광진구 구의동 610번지,11215,10300,0,0610,0000,11215-100024448
,,,,,,,,0,0,0,,,,,,20210416,,,20210603,,20210604,325,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100024490
,,,,,,,,0,0,0,,,,,,20210422,,,20210525,,20210526,326,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100024549
,,,,,,,,0,0,0,,,,,,20210427,,,20210623,20210623,20210624,327,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100024610
,,,,,,,,0,0,0,,,,,,20210427,20210503,,,20210605,20210428,328,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100024611
,,,,,,,,0,0,0,,,,,,20210503,20210503,,,20210521,20210504,329,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100024629
,,,,,,,,0,0,0,,,,,,20210507,,,,,20210510,330,서울특별시 광진구 구의동 657번지,11215,10300,0,0657,0000,11215-100024670
,,,,,,,,0,213035.37,0,,,,,,20210514,20210524,,,20210630,20210517,331,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100024729
,,,,,,,,0,0,0,,,,,,20210520,,,,,20210521,332,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100024768
,,,,,,,,0,0,0,,,,,,20210520,,,20210630,,20210701,333,서울특별시 광진구 구의동 587-54번지,11215,10300,0,0587,0054,11215-100024769
,,,,,,,,0,0,0,,,,,,20210520,,,20210630,,20210701,334,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100024788
,,,,,,,,0,12120.93,0,,,,,,20210524,,,20210525,,20210526,335,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100024828
,,,,,,,,0,0,0,,,,,,20210528,,,,,20210531,336,서울특별시 광진구 구의동 587-54번지,11215,10300,0,0587,0054,11215-100024850
,,,,,,,,0,0,0,,,,,,20210601,,,20210726,,20210727,337,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100024908
,,,,,,,,0,0,0,,,,,,20210602,,,20210726,20210716,20210727,338,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100024929
,,,,,,,,0,0,0,,,,,,20210603,20210601,,,20210630,20210604,339,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100024948
,,,,,,,,0,246440,0,,,,,,20210609,20210614,,,20210728,20210614,340,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100025008
,,,,,,,,0,246440,0,,,,,,20210615,20210623,,,20210723,20210616,341,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100025049
,,,,,,,,0,0,0,,,,,,20210616,,,,,20210617,342,서울특별시 광진구 구의동 610번지,11215,10300,0,0610,0000,11215-100025051
광진 파크하우스,,,,02000,공동주택,,,2,7825.834,77,,,,,,20210616,20210924,,20230302,20230215,20230308,343,서울특별시 광진구 구의동 80-9번지,11215,10300,0,0080,0009,11215-100025053
,,,,,,,,0,0,0,,,,,,20210630,20210701,,,20210803,20210701,344,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100025108
,,,,,,,,0,0,0,,,,,,20210720,,,20210809,,20210810,345,서울특별시 광진구 구의동 663번지,11215,10300,0,0663,0000,11215-100025228
,,,,,,,,0,213035.37,0,,,,,,20210723,20210719,,,20210827,20210726,346,서울특별시 광진구 구의동 611번지,11215,10300,0,0611,0000,11215-100025268
,,,,,,,,0,0,0,,,,,,20210804,20210806,,,20210826,20210805,347,서울특별시 광진구 구의동 631-1번지,11215,10300,0,0631,0001,11215-100025368
