건물명,특수지명,블록,로트,용도코드,용도코드명,구조코드,구조코드명,주건축물수,연면적(㎡),총세대수(세대),철거멸실구분코드,철거멸실구분코드명,철거시작일,철거종료일,철거멸실일,건축허가일,착공예정일,착공일,사용검사일,사용검사예정일,생성일자,순번,대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리주택대장PK
,,,,,,,,0,0,0,,,,,,20140612,,,,,20140613,20,서울특별시 광진구 자양동 761번지,11215,10500,0,0761,0000,11215-100008267
,,,,,,,,0,0,0,,,,,,20140721,,,,,20140722,21,서울특별시 광진구 자양동 644번지,11215,10500,0,0644,0000,11215-100008405
,,,,,,,,0,0,0,,,,,,20140821,,,,,20140902,22,서울특별시 광진구 자양동 788번지,11215,10500,0,0788,0000,11215-100008545
,,,,,,,,0,0,0,,,,,,20140917,,,,,20140919,23,서울특별시 광진구 자양동 829번지,11215,10500,0,0829,0000,11215-100008646
,,,,,,,,0,0,0,,,,,,20141008,,,,,20141013,24,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100008706
,,,,,,,,0,2264.64,0,,,,,,20141010,,,20141015,,20141017,25,서울특별시 광진구 자양동 856번지,11215,10500,0,0856,0000,11215-100008725
,,,,,,,,0,0,0,,,,,,20141107,,,,,20141108,26,서울특별시 광진구 자양동 789번지,11215,10500,0,0789,0000,11215-100008866
,,,,,,,,0,0,0,,,,,,20141218,,,,,20141219,27,서울특별시 광진구 자양동 783-1번지,11215,10500,0,0783,0001,11215-100009125
,,,,,,,,0,0,0,,,,,,20150115,,,20150611,,20150612,28,서울특별시 광진구 자양동 788번지,11215,10500,0,0788,0000,11215-100009247
,,,,,,,,0,0,0,,,,,,20150115,,,,,20150116,29,서울특별시 광진구 자양동 783-1번지,11215,10500,0,0783,0001,11215-100009265
,,,,,,,,0,0,0,,,,,,20150417,,,,,20150418,30,서울특별시 광진구 자양동 227-7번지,11215,10500,0,0227,0007,11215-100009745
,,,,,,,,0,0,0,,,,,,20150511,20150509,,,20150514,20151020,31,서울특별시 광진구 자양동 809번지,11215,10500,0,0809,0000,11215-100009885
,,,,,,,,0,0,0,,,,,,20150521,,,,,20150522,32,서울특별시 광진구 자양동 670번지,11215,10500,0,0670,0000,11215-100009946
,,,,,,,,0,0,0,,,,,,20150603,,,,,20150604,33,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100009985
,,,,,,,,0,0,0,,,,,,20150707,,,20150930,20150708,20151001,34,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100010145
,,,,,,,,0,0,0,,,,,,20150710,,,,,20150711,35,서울특별시 광진구 자양동 658-14번지,11215,10500,0,0658,0014,11215-100010185
,,,,,,,,0,18427.93,0,,,,,,20150907,,,20151028,20150920,20151107,36,서울특별시 광진구 자양동 831-1번지,11215,10500,0,0831,0001,11215-100010485
,,,,,,,,0,0,0,,,,,,20150907,20150911,,,20150916,20151020,37,서울특별시 광진구 자양동 809번지,11215,10500,0,0809,0000,11215-100010486
,,,,,,,,0,0,0,,,,,,20151102,,,20151120,20151113,20151121,38,서울특별시 광진구 자양동 516번지,11215,10500,0,0516,0000,11215-100010685
,,,,,,,,0,0,0,,,,,,20151113,20151113,,,20151130,20151118,39,서울특별시 광진구 자양동 645-5번지,11215,10500,0,0645,0005,11215-100010745
,,,,,,,,0,0,0,,,,,,20151125,,,,,20151130,40,서울특별시 광진구 자양동 579번지,11215,10500,0,0579,0000,11215-100010785
,,,,,,,,0,0,0,,,,,,20151127,,,,,20151130,41,서울특별시 광진구 자양동 853번지,11215,10500,0,0853,0000,11215-100010805
,,,,,,,,0,0,0,,,,,,20151201,20151204,,,20151209,20151208,42,서울특별시 광진구 자양동 87-1번지,11215,10500,0,0087,0001,11215-100010845
,,,,,,,,0,0,0,,,,,,20151202,20151204,,,20151209,20151208,43,서울특별시 광진구 자양동 87-1번지,11215,10500,0,0087,0001,11215-100010865
,,,,,,,,0,0,0,,,,,,20151204,,,20160204,20151220,20160206,44,서울특별시 광진구 자양동 761번지,11215,10500,0,0761,0000,11215-100010885
,,,,,,,,0,62049.75,0,,,,,,20151209,,,,,20151210,45,서울특별시 광진구 자양동 856번지,11215,10500,0,0856,0000,11215-100010945
테라팰리스,,,,02000,공동주택,,,2,9294.25,78,,,,,,20040611,20170627,,20181221,,20181222,46,서울특별시 광진구 자양동 224-15번지,11215,10500,0,0224,0015,11215-100011165
,,,,,,,,0,0,0,,,,,,20160107,,,,,20160108,47,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100011166
,,,,,,,,0,0,0,,,,,,20160412,,,,,20160413,48,서울특별시 광진구 자양동 783-1번지,11215,10500,0,0783,0001,11215-100011706
,,,,,,,,0,0,0,,,,,,20160512,,,,,20160513,49,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100011825
,,,,,,,,0,0,0,,,,,,20160513,,,,,20160514,50,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100011846
,,,,,,,,0,0,0,,,,,,20160518,,,,,20160519,51,서울특별시 광진구 자양동 87-1번지,11215,10500,0,0087,0001,11215-100011886
,,,,,,,,0,0,0,,,,,,20160518,,,,,20160519,52,서울특별시 광진구 자양동 516번지,11215,10500,0,0516,0000,11215-100011887
,,,,,,,,0,0,0,,,,,,20160530,,,,,20160531,53,서울특별시 광진구 자양동 642번지,11215,10500,0,0642,0000,11215-100011965
,,,,,,,,0,0,0,,,,,,20160610,,,20180214,20160630,20180220,54,서울특별시 광진구 자양동 642번지,11215,10500,0,0642,0000,11215-100012025
,,,,,,,,0,0,0,,,,,,20160728,,,,,20160802,55,서울특별시 광진구 자양동 87-1번지,11215,10500,0,0087,0001,11215-100012266
,,,,,,,,0,0,0,,,,,,20160812,,,,,20160813,56,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100012307
,,,,,,,,0,0,0,,,,,,20160823,,,20161024,,20161025,57,서울특별시 광진구 자양동 642번지,11215,10500,0,0642,0000,11215-100012386
,,,,,,,,0,0,0,,,,,,20160901,,,20170919,20161015,20170921,58,서울특별시 광진구 자양동 853번지,11215,10500,0,0853,0000,11215-100012427
,,,,,,,,0,0,0,,,,,,20160905,,,20160922,,20160923,59,서울특별시 광진구 자양동 830번지,11215,10500,0,0830,0000,11215-100012466
,,,,,,,,0,0,0,,,,,,20160906,20160920,,,20161007,20160907,60,서울특별시 광진구 자양동 642번지,11215,10500,0,0642,0000,11215-100012507
,,,,,,,,0,0,0,,,,,,20161004,20161014,,,20161029,20161013,61,서울특별시 광진구 자양동 783-1번지,11215,10500,0,0783,0001,11215-100012746
,,,,,,,,0,9.36,0,,,,,,20161005,20160930,,,20161020,20161013,62,서울특별시 광진구 자양동 642번지,11215,10500,0,0642,0000,11215-100012766
,,,,,,,,0,0,0,,,,,,20161018,20161031,,,20161116,20161019,63,서울특별시 광진구 자양동 783-1번지,11215,10500,0,0783,0001,11215-100012826
,,,,,,,,0,0,0,,,,,,20161019,,,20170828,20161019,20170830,64,서울특별시 광진구 자양동 670번지,11215,10500,0,0670,0000,11215-100012828
,,,,,,,,0,0,0,,,,,,20161024,20161020,,,20161109,20161025,65,서울특별시 광진구 자양동 645-5번지,11215,10500,0,0645,0005,11215-100012886
,,,,,,,,0,0,0,,,,,,20161025,20161030,,,20161109,20161026,66,서울특별시 광진구 자양동 789번지,11215,10500,0,0789,0000,11215-100012926
,,,,,,,,0,0,0,,,,,,20161028,,,20170912,,20170913,67,서울특별시 광진구 자양동 789번지,11215,10500,0,0789,0000,11215-100012966
,,,,,,,,0,0,0,,,,,,20161115,,,20180306,,20180307,68,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100013106
,,,,,,,,0,0,0,,,,,,20161116,,,20171106,,20171118,69,서울특별시 광진구 자양동 853번지,11215,10500,0,0853,0000,11215-100013126
,,,,,,,,0,0,0,,,,,,20161122,,,20170914,20161216,20170915,70,서울특별시 광진구 자양동 787번지,11215,10500,0,0787,0000,11215-100013146
,,,,,,,,0,0,0,,,,,,20161128,,,,,20161129,71,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100013186
,,,,,,,,0,0,0,,,,,,20161219,,,20170926,20161230,20170927,72,서울특별시 광진구 자양동 853번지,11215,10500,0,0853,0000,11215-100013346
,,,,,,,,0,0,0,,,,,,20160919,,,20161122,,20161230,73,서울특별시 광진구 자양동 87-1번지,11215,10500,0,0087,0001,11215-100013426
,,,,,,,,0,0,0,,,,,,20161229,20170105,,,20170124,20161230,74,서울특별시 광진구 자양동 783-1번지,11215,10500,0,0783,0001,11215-100013446
,,,,,,,,0,0,0,,,,,,20170103,,,20170901,,20170908,75,서울특별시 광진구 자양동 853번지,11215,10500,0,0853,0000,11215-100013486
,,,,,,,,0,0,0,,,,,,20170105,,,20180208,20170112,20180209,76,서울특별시 광진구 자양동 516번지,11215,10500,0,0516,0000,11215-100013526
,,,,,,,,0,0,0,,,,,,20170123,,,20180228,,20180301,77,서울특별시 광진구 자양동 829번지,11215,10500,0,0829,0000,11215-100013666
,,,,,,,,0,0,0,,,,,,20170123,,,,,20170124,78,서울특별시 광진구 자양동 787번지,11215,10500,0,0787,0000,11215-100013667
,,,,,,,,0,0,0,,,,,,20170131,,,20170925,20170217,20170926,79,서울특별시 광진구 자양동 783-1번지,11215,10500,0,0783,0001,11215-100013686
,,,,,,,,0,23517.78,0,,,,,,20170314,20170309,,,20170330,20170315,80,서울특별시 광진구 자양동 853번지,11215,10500,0,0853,0000,11215-100013966
,,,,,,,,0,0,0,,,,,,20170328,,,,,20170329,81,서울특별시 광진구 자양동 87-1번지,11215,10500,0,0087,0001,11215-100014027
,,,,,,,,0,0,0,,,,,,20170410,,,20170707,,20170708,82,서울특별시 광진구 자양동 783-1번지,11215,10500,0,0783,0001,11215-100014066
,,,,,,,,0,0,0,,,,,,20170426,,,20170905,20170517,20170908,83,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100014086
,,,,,,,,0,0,0,,,,,,20170511,,,,,20170512,84,서울특별시 광진구 자양동 515-1번지,11215,10500,0,0515,0001,11215-100014126
,,,,,,,,0,0,0,,,,,,20170517,,,20171106,20170610,20171118,85,서울특별시 광진구 자양동 787번지,11215,10500,0,0787,0000,11215-100014166
,,,,,,,,0,0,0,,,,,,20170518,,,,,20170519,86,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100014170
,,,,,,,,0,0,0,,,,,,20170621,,,,,20170622,87,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100014366
,,,,,,,,0,0,0,,,,,,20170627,,,20170804,,20170805,88,서울특별시 광진구 자양동 787번지,11215,10500,0,0787,0000,11215-100014406
,,,,,,,,0,0,0,,,,,,20170703,,,,,20170706,89,서울특별시 광진구 자양동 515-1번지,11215,10500,0,0515,0001,11215-100014466
,,,,,,,,0,0,0,,,,,,20170711,,,,,20170712,90,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100014546
,,,,,,,,0,0,0,,,,,,20170724,,,20170913,20170819,20170914,91,서울특별시 광진구 자양동 789번지,11215,10500,0,0789,0000,11215-100014646
,,,,,,,,0,13051.53,0,,,,,,20170731,,,20170912,20170825,20170913,92,서울특별시 광진구 자양동 516번지,11215,10500,0,0516,0000,11215-100014668
,,,,,,,,0,0,0,,,,,,20170731,,,20171017,20170825,20171019,93,서울특별시 광진구 자양동 783-1번지,11215,10500,0,0783,0001,11215-100014686
,,,,,,,,0,39206.08,0,,,,,,20170802,,,20171027,20170830,20171028,94,서울특별시 광진구 자양동 642번지,11215,10500,0,0642,0000,11215-100014706
,,,,,,,,0,0,0,,,,,,20170809,,,20180214,,20180220,95,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100014786
,,,,,,,,0,0,0,,,,,,20170824,,,20171109,,20171118,96,서울특별시 광진구 자양동 854번지,11215,10500,0,0854,0000,11215-100014847
,,,,,,,,0,0,0,,,,,,20170828,,,20180208,,20180209,97,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100014886
,,,,,,,,0,0,0,,,,,,20170828,,,20180227,20170918,20180228,98,서울특별시 광진구 자양동 579번지,11215,10500,0,0579,0000,11215-100014906
,,,,,,,,0,0,0,,,,,,20170901,,,20180214,,20180220,99,서울특별시 광진구 자양동 783-1번지,11215,10500,0,0783,0001,11215-100014946
,,,,,,,,0,6810.4,0,,,,,,20170906,,,20171127,20171130,20171219,100,서울특별시 광진구 자양동 578번지,11215,10500,0,0578,0000,11215-100014966
,,,,,,,,0,28557.21,0,,,,,,20170906,,,20180212,20170929,20180213,101,서울특별시 광진구 자양동 761번지,11215,10500,0,0761,0000,11215-100014967
,,,,,,,,0,43220.06,0,,,,,,20170919,20170926,,,20171021,20170921,102,서울특별시 광진구 자양동 644번지,11215,10500,0,0644,0000,11215-100015046
,,,,,,,,0,0,0,,,,,,20170925,,,,,20170926,103,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100015066
,,,,,,,,0,0,0,,,,,,20171023,,,20180212,,20180213,104,서울특별시 광진구 자양동 787번지,11215,10500,0,0787,0000,11215-100015186
,,,,,,,,0,76107.86,0,,,,,,20171030,,,20171127,20171117,20171219,105,서울특별시 광진구 자양동 783-1번지,11215,10500,0,0783,0001,11215-100015226
,,,,,,,,0,0,0,,,,,,20171106,,,20180202,,20180207,106,서울특별시 광진구 자양동 829번지,11215,10500,0,0829,0000,11215-100015287
,,,,,,,,0,0,0,,,,,,20171127,,,,,20171219,107,서울특별시 광진구 자양동 87-1번지,11215,10500,0,0087,0001,11215-100015407
,,,,,,,,0,0,0,,,,,,20171213,,,20180208,,20180209,108,서울특별시 광진구 자양동 645-5번지,11215,10500,0,0645,0005,11215-100015446
,,,,,,,,0,0,0,,,,,,20171222,,,20180208,,20180209,109,서울특별시 광진구 자양동 644번지,11215,10500,0,0644,0000,11215-100015486
,,,,,,,,0,0,0,,,,,,20171230,,,,,20180101,110,서울특별시 광진구 자양동 642번지,11215,10500,0,0642,0000,11215-100015526
,,,,,,,,0,0,0,,,,,,20180104,,,20180720,,20180721,111,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100015546
,,,,,,,,0,33065,0,,,,,,20180109,20180115,,,20180120,20180110,112,서울특별시 광진구 자양동 788번지,11215,10500,0,0788,0000,11215-100015587
,,,,,,,,0,0,0,,,,,,20180305,,,20180329,20180323,20180330,113,서울특별시 광진구 자양동 87-1번지,11215,10500,0,0087,0001,11215-100015886
,,,,,,,,0,0,0,,,,,,20180308,,,20180427,,20180428,114,서울특별시 광진구 자양동 644번지,11215,10500,0,0644,0000,11215-100015928
,,,,,,,,0,0,0,,,,,,20180315,,,20180504,,20180505,115,서울특별시 광진구 자양동 790번지,11215,10500,0,0790,0000,11215-100015966
,,,,,,,,0,0,0,,,,,,20180326,,,20180424,20180411,20180425,116,서울특별시 광진구 자양동 783-1번지,11215,10500,0,0783,0001,11215-100015986
,,,,,,,,0,0,0,,,,,,20180326,,,,,20180327,117,서울특별시 광진구 자양동 793번지,11215,10500,0,0793,0000,11215-100015987
,,,,,,,,0,0,0,,,,,,20180402,,,20180601,,20180608,118,서울특별시 광진구 자양동 672번지,11215,10500,0,0672,0000,11215-100016027
,,,,,,,,0,35318.91,0,,,,,,20180410,,,20180601,20180426,20180608,119,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100016107
,,,,,,,,0,0,0,,,,,,20180503,,,20180524,,20180525,120,서울특별시 광진구 자양동 809번지,11215,10500,0,0809,0000,11215-100016226
,,,,,,,,0,0,0,,,,,,20180503,20180506,,,20180530,20180505,121,서울특별시 광진구 자양동 761번지,11215,10500,0,0761,0000,11215-100016228
,,,,,,,,0,0,0,,,,,,20180504,,,20181030,,20181031,122,서울특별시 광진구 자양동 831-1번지,11215,10500,0,0831,0001,11215-100016246
,,,,,,,,0,0,0,,,,,,20180530,,,20180717,20180610,20180718,123,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100016386
,,,,,,,,0,52414.47,0,,,,,,20180530,,,20180710,20180629,20180711,124,서울특별시 광진구 자양동 670번지,11215,10500,0,0670,0000,11215-100016387
,,,,,,,,0,0,0,,,,,,20180622,,,,,20180623,125,서울특별시 광진구 자양동 762번지,11215,10500,0,0762,0000,11215-100016508
,,,,,,,,0,28557.21,0,,,,,,20180807,,,20181108,20180829,20181109,126,서울특별시 광진구 자양동 761번지,11215,10500,0,0761,0000,11215-100016746
,,,,,,,,0,0,0,,,,,,20180809,,,20181017,,20181018,127,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100016766
,,,,,,,,0,0,0,,,,,,20180821,,,,,20180918,128,서울특별시 광진구 자양동 786번지,11215,10500,0,0786,0000,11215-100016866
,,,,,,,,0,0,0,,,,,,20180827,,,,,20180828,129,서울특별시 광진구 자양동 788번지,11215,10500,0,0788,0000,11215-100016886
자양 호반써밋,,,,02000,공동주택,,,4,49313.3342,305,,,,,,20180829,20181221,,20211231,20210827,20220103,130,서울특별시 광진구 자양동 861번지,11215,10500,0,0861,0000,11215-100016927
,,,,,,,,0,0,0,,,,,,20180903,,,,,20180904,131,서울특별시 광진구 자양동 813번지,11215,10500,0,0813,0000,11215-100016966
,,,,,,,,0,0,0,,,,,,20180912,,,20181113,20180921,20181114,132,서울특별시 광진구 자양동 783-1번지,11215,10500,0,0783,0001,11215-100017027
,,,,,,,,0,0,0,,,,,,20180913,20180913,,,20181020,20180914,133,서울특별시 광진구 자양동 579번지,11215,10500,0,0579,0000,11215-100017046
,,,,,,,,0,0,0,,,,,,20180918,,,20181030,,20181031,134,서울특별시 광진구 자양동 670번지,11215,10500,0,0670,0000,11215-100017086
,,,,,,,,0,0,0,,,,,,20180919,,,20181026,,20181027,135,서울특별시 광진구 자양동 789번지,11215,10500,0,0789,0000,11215-100017106
,,,,,,,,0,0,0,,,,,,20180920,,,20181122,,20181123,136,서울특별시 광진구 자양동 672번지,11215,10500,0,0672,0000,11215-100017126
,,,,,,,,0,8856.78,0,,,,,,20181005,20181010,,,20181029,20181006,137,서울특별시 광진구 자양동 553-41번지,11215,10500,0,0553,0041,11215-100017206
,,,,,,,,0,0,0,,,,,,20181023,20181020,,,20181109,20181024,138,서울특별시 광진구 자양동 830번지,11215,10500,0,0830,0000,11215-100017306
,,,,,,,,0,0,0,,,,,,20181024,20181025,,,20181120,20181025,139,서울특별시 광진구 자양동 791번지,11215,10500,0,0791,0000,11215-100017326
,,,,,,,,0,0,0,,,,,,20181026,,,,,20181027,140,서울특별시 광진구 자양동 642번지,11215,10500,0,0642,0000,11215-100017366
,,,,,,,,0,0,0,,,,,,20181026,,,,,20181027,141,서울특별시 광진구 자양동 642번지,11215,10500,0,0642,0000,11215-100017367
,,,,,,,,0,0,0,,,,,,20181114,20181114,,,20181130,20181115,142,서울특별시 광진구 자양동 642번지,11215,10500,0,0642,0000,11215-100017566
,,,,,,,,0,0,0,,,,,,20181127,,,,,20181128,143,서울특별시 광진구 자양동 673번지,11215,10500,0,0673,0000,11215-100017666
,,,,,,,,0,0,0,,,,,,20181130,,,20190715,,20190718,144,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100017706
,,,,,,,,0,0,0,,,,,,20181206,,,20190502,20190114,20190503,145,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100017766
,,,,,,,,0,0,0,,,,,,20181213,20181213,,,20190104,20181214,146,서울특별시 광진구 자양동 829번지,11215,10500,0,0829,0000,11215-100017866
,,,,,,,,0,0,0,,,,,,20181217,20181214,,,20181230,20181218,147,서울특별시 광진구 자양동 645-5번지,11215,10500,0,0645,0005,11215-100017886
,,,,,,,,0,0,0,,,,,,20181219,20190103,,,20190130,20181220,148,서울특별시 광진구 자양동 783-1번지,11215,10500,0,0783,0001,11215-100017946
,,,,,,,,0,0,0,,,,,,20181220,,,,,20181221,149,서울특별시 광진구 자양동 644번지,11215,10500,0,0644,0000,11215-100017966
,,,,,,,,0,0,0,,,,,,20190110,20190110,,,20190228,20190111,150,서울특별시 광진구 자양동 579번지,11215,10500,0,0579,0000,11215-100018166
,,,,,,,,0,0,0,,,,,,20190124,,,20190410,,20190411,151,서울특별시 광진구 자양동 670번지,11215,10500,0,0670,0000,11215-100018286
,,,,,,,,0,0,0,,,,,,20190130,,,,,20190131,152,서울특별시 광진구 자양동 670번지,11215,10500,0,0670,0000,11215-100018306
,,,,,,,,0,28557.21,0,,,,,,20190219,,,20190312,20190309,20190313,153,서울특별시 광진구 자양동 761번지,11215,10500,0,0761,0000,11215-100018367
,,,,,,,,0,0,0,,,,,,20190219,,,20190312,20190304,20190313,154,서울특별시 광진구 자양동 829번지,11215,10500,0,0829,0000,11215-100018386
,,,,,,,,0,0,0,,,,,,20190305,,,20190503,20190411,20190504,155,서울특별시 광진구 자양동 783-1번지,11215,10500,0,0783,0001,11215-100018466
,,,,,,,,0,0,0,,,,,,20190315,,,20190617,,20190620,156,서울특별시 광진구 자양동 87-1번지,11215,10500,0,0087,0001,11215-100018566
,,,,,,,,0,0,0,,,,,,20190328,20190329,,,20190510,20190329,157,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100018746
,,,,,,,,0,0,0,,,,,,20190328,,,20190620,,20190621,158,서울특별시 광진구 자양동 789번지,11215,10500,0,0789,0000,11215-100018766
,,,,,,,,0,0,0,,,,,,20190329,20190402,,,20190502,20190330,159,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100018786
,,,,,,,,0,55199.04,0,,,,,,20190405,,,20190617,20190430,20190620,160,서울특별시 광진구 자양동 579번지,11215,10500,0,0579,0000,11215-100018826
,,,,,,,,0,0,0,,,,,,20190510,20190516,,,20190616,20190511,161,서울특별시 광진구 자양동 670번지,11215,10500,0,0670,0000,11215-100019007
,,,,,,,,0,52414.47,0,,,,,,20190513,20190515,,,20190624,20190517,162,서울특별시 광진구 자양동 670번지,11215,10500,0,0670,0000,11215-100019026
,,,,,,,,0,52414.47,0,,,,,,20190517,20190522,,,20190624,20190522,163,서울특별시 광진구 자양동 670번지,11215,10500,0,0670,0000,11215-100019046
,,,,,,,,0,35318.91,0,,,,,,20190523,20190524,,,20190715,20190524,164,서울특별시 광진구 자양동 520-2번지,11215,10500,0,0520,0002,11215-100019087
,,,,,,,,0,0,0,,,,,,20190523,20190522,,,20190617,20190524,165,서울특별시 광진구 자양동 789번지,11215,10500,0,0789,0000,11215-100019088
,,,,,,,,0,43308.401,0,,,,,,20190531,20190603,,,20190706,20190601,166,서울특별시 광진구 자양동 762번지,11215,10500,0,0762,0000,11215-100019146
자양대동아파트,,,,02000,공동주택,,,4,42149.79,314,,,,,,19940506,,,19990310,,20100903,167,서울특별시 광진구 자양동 549-1번지,11215,10500,0,0549,0001,11215-1
,,,,,,,,0,41688,0,,,,,,20220826,20221001,,,20221231,20220829,168,서울특별시 광진구 자양동 87-1번지,11215,10500,0,0087,0001,11215-1000000000000000011109
,,,,,,,,0,0,0,,,,,,20220829,,,20221114,,20221116,169,서울특별시 광진구 자양동 792번지,11215,10500,0,0792,0000,11215-1000000000000000012153
,,,,,,,,0,30690.65,0,,,,,,20220831,,,20221019,,20221021,170,서울특별시 광진구 자양동 641번지,11215,10500,0,0641,0000,11215-1000000000000000013003
,,,,,,,,0,22659,0,,,,,,20220902,20221031,,,20221110,20220905,171,서울특별시 광진구 자양동 673번지,11215,10500,0,0673,0000,11215-1000000000000000013194
,,,,,,,,0,0,0,,,,,,20220908,,,20221114,,20221116,172,서울특별시 광진구 자양동 856번지,11215,10500,0,0856,0000,11215-1000000000000000017006
,,,,,,,,0,0,0,,,,,,20220914,20220913,,,20221022,20220916,173,서울특별시 광진구 자양동 553-41번지,11215,10500,0,0553,0041,11215-1000000000000000019703
,,,,,,,,0,13922.1,0,,,,,,20221017,20221027,,,,20221019,174,서울특별시 광진구 자양동 673번지,11215,10500,0,0673,0000,11215-1000000000000000031654
,,,,,,,,0,0,0,,,,,,20221018,20221021,,,20221130,20221020,175,서울특별시 광진구 자양동 672번지,11215,10500,0,0672,0000,11215-1000000000000000031964
,,,,,,,,0,0,0,,,,,,20190619,,,20190820,,20190821,176,서울특별시 광진구 자양동 516번지,11215,10500,0,0516,0000,11215-100019266
