°Ç¹°¸í,Æ¯¼öÁö¸í,ºí·Ï,·ÎÆ®,¿ëµµÄÚµå,¿ëµµÄÚµå¸í,±¸Á¶ÄÚµå,±¸Á¶ÄÚµå¸í,ÁÖ°ÇÃà¹°¼ö,¿¬¸éÀû(§³),ÃÑ¼¼´ë¼ö(¼¼´ë),Ã¶°Å¸ê½Ç±¸ºÐÄÚµå,Ã¶°Å¸ê½Ç±¸ºÐÄÚµå¸í,Ã¶°Å½ÃÀÛÀÏ,Ã¶°ÅÁ¾·áÀÏ,Ã¶°Å¸ê½ÇÀÏ,°ÇÃàÇã°¡ÀÏ,Âø°ø¿¹Á¤ÀÏ,Âø°øÀÏ,»ç¿ë°Ë»çÀÏ,»ç¿ë°Ë»ç¿¹Á¤ÀÏ,»ý¼ºÀÏÀÚ,¼ø¹ø,´ëÁöÀ§Ä¡,½Ã±º±¸ÄÚµå,¹ýÁ¤µ¿ÄÚµå,´ëÁö±¸ºÐÄÚµå,¹ø,Áö,°ü¸®ÁÖÅÃ´ëÀåPK
,,,,,,,,0,0,0,,,,,,20170605,,,,,20170606,324,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 565¹øÁö,11215,10400,0,565,0,11215-100014266
,,,,,,,,0,0,0,,,,,,20170605,,,20180209,,20180210,325,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100014267
,,,,,,,,0,0,0,,,,,,20170608,,,20170802,,20170804,326,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100014286
,,,,,,,,0,0,0,,,,,,20170620,,,20170817,20170714,20170830,327,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100014326
,,,,,,,,0,0,0,,,,,,20170620,,,,,20170621,328,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 577¹øÁö,11215,10400,0,577,0,11215-100014346
,,,,,,,,0,0,0,,,,,,20170620,,,20180409,,20180414,329,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100014347
,,,,,,,,0,0,0,,,,,,20170623,,,20180329,,20180330,330,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 218-1¹øÁö,11215,10400,0,218,1,11215-100014386
,,,,,,,,0,0,0,,,,,,20170629,,,,,20170630,331,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100014426
,,,,,,,,0,0,0,,,,,,20170629,,,,,20170630,332,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100014427
,,,,,,,,0,0,0,,,,,,20170630,,,20180213,,20180214,333,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 145-8¹øÁö,11215,10400,0,145,8,11215-100014446
,,,,,,,,0,0,0,,,,,,20170630,,,20180209,,20180210,334,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 362¹øÁö,11215,10400,0,362,0,11215-100014447
,,,,,,,,0,0,0,,,,,,20170705,,,20180403,,20180405,335,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 570¹øÁö,11215,10400,0,570,0,11215-100014486
,,,,,,,,0,0,0,,,,,,20170710,,,20170912,20170804,20170913,336,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 577¹øÁö,11215,10400,0,577,0,11215-100014506
,,,,,,,,0,0,0,,,,,,20170713,,,20180212,,20180213,337,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100014566
,,,,,,,,0,0,0,,,,,,20170713,,,20180213,,20180214,338,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 578¹øÁö,11215,10400,0,578,0,11215-100014568
,,,,,,,,0,0,0,,,,,,20170718,,,,,20170719,339,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100014606
,,,,,,,,0,0,0,,,,,,20170720,,,20170911,20170815,20170912,340,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100014626
,,,,,,,,0,0,0,,,,,,20170731,,,,,20170801,341,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100014667
,,,,,,,,0,0,0,,,,,,20170803,,,,,20170804,342,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 566¹øÁö,11215,10400,0,566,0,11215-100014727
,,,,,,,,0,0,0,,,,,,20170804,,,20180122,,20180124,343,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100014746
,,,,,,,,0,0,0,,,,,,20170804,,,20180124,20170831,20180125,344,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 561¹øÁö,11215,10400,0,561,0,11215-100014747
,,,,,,,,0,0,0,,,,,,20170808,,,20180717,,20180718,345,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 218-1¹øÁö,11215,10400,0,218,1,11215-100014766
,,,,,,,,0,0,0,,,,,,20170808,,,,,20170809,346,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 218-1¹øÁö,11215,10400,0,218,1,11215-100014767
,,,,,,,,0,0,0,,,,,,20170814,,,20171012,20170910,20171014,347,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100014806
,,,,,,,,0,0,0,,,,,,20170816,,,,,20170830,348,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100014826
,,,,,,,,0,0,0,,,,,,20170824,,,,,20170830,349,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100014846
,,,,,,,,0,0,0,,,,,,20170828,,,20170919,,20170921,350,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100014887
,,,,,,,,0,0,0,,,,,,20170828,,,,,20170830,351,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 577¹øÁö,11215,10400,0,577,0,11215-100014888
,,,,,,,,0,0,0,,,,,,20170829,,,,,20170830,352,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100014926
,,,,,,,,0,0,0,,,,,,20170901,,,,,20170908,353,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100014947
,,,,,,,,0,0,0,,,,,,20170906,,,20180129,,20180130,354,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 567¹øÁö,11215,10400,0,567,0,11215-100014968
,,,,,,,,0,0,0,,,,,,20170912,,,20171123,,20171219,355,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 567¹øÁö,11215,10400,0,567,0,11215-100014986
,,,,,,,,0,0,0,,,,,,20170918,,,20180131,20170925,20180201,356,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 148-4¹øÁö,11215,10400,0,148,4,11215-100015026
,,,,,,,,0,0,0,,,,,,20171018,,,20180130,,20180131,357,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 570¹øÁö,11215,10400,0,570,0,11215-100015126
,,,,,,,,0,0,0,,,,,,20171018,,,20180122,20171113,20180124,358,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 577¹øÁö,11215,10400,0,577,0,11215-100015146
,,,,,,,,0,0,0,,,,,,20171020,,,20180329,,20180330,359,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100015166
,,,,,,,,0,0,0,,,,,,20171030,,,20180129,,20180130,360,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100015227
,,,,,,,,0,0,0,,,,,,20171031,,,,,20171101,361,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100015246
,,,,,,,,0,0,0,,,,,,20171108,,,20180122,,20180124,362,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100015306
,,,,,,,,0,0,0,,,,,,20171116,,,20180329,,20180330,363,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 567¹øÁö,11215,10400,0,567,0,11215-100015366
,,,,,,,,0,0,0,,,,,,20171116,,,20180329,,20180330,364,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100015367
,,,,,,,,0,0,0,,,,,,20171116,,,,,20171118,365,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100015368
,,,,,,,,0,0,0,,,,,,20171121,,,20180207,,20180208,366,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100015386
,,,,,,,,0,0,0,,,,,,20171127,,,20180326,,20180327,367,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100015408
,,,,,,,,0,0,0,,,,,,20171220,,,,,20171229,368,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 577¹øÁö,11215,10400,0,577,0,11215-100015466
,,,,,,,,0,0,0,,,,,,20171228,,,20180129,,20180130,369,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100015506
,,,,,,,,0,0,0,,,,,,20180109,,,20180327,,20180328,370,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100015566
,,,,,,,,0,0,0,,,,,,20180109,,,20180129,20180124,20180130,371,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 561¹øÁö,11215,10400,0,561,0,11215-100015567
,,,,,,,,0,0,0,,,,,,20180109,20180111,,,20180205,20180110,372,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 577¹øÁö,11215,10400,0,577,0,11215-100015586
,,,,,,,,0,0,0,,,,,,20180111,,,,,20180113,373,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100015606
,,,,,,,,0,0,0,,,,,,20180112,,,20180228,,20180301,374,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100015626
,,,,,,,,0,0,0,,,,,,20180116,,,20180227,,20180228,375,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100015646
,,,,,,,,0,0,0,,,,,,20180123,,,20180409,,20180410,376,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100015666
,,,,,,,,0,0,0,,,,,,20180125,,,20180312,,20180313,377,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100015686
,,,,,,,,0,0,0,,,,,,20180125,,,,,20180126,378,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100015688
,,,,,,,,0,0,0,,,,,,20180125,,,,,20180126,379,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100015689
,,,,,,,,0,0,0,,,,,,20180126,,,20180327,,20180328,380,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100015706
,,,,,,,,0,0,0,,,,,,20180209,,,20180327,,20180328,381,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 218-1¹øÁö,11215,10400,0,218,1,11215-100015727
,,,,,,,,0,0,0,,,,,,20180209,,,,,20180210,382,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100015746
,,,,,,,,0,0,0,,,,,,20180212,,,20180319,20180309,20180320,383,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 561¹øÁö,11215,10400,0,561,0,11215-100015766
,,,,,,,,0,0,0,,,,,,20180214,,,,,20180220,384,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100015786
,,,,,,,,0,0,0,,,,,,20180219,,,,,20180220,385,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 576¹øÁö,11215,10400,0,576,0,11215-100015806
,,,,,,,,0,0,0,,,,,,20180223,,,,,20180224,386,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100015826
,,,,,,,,0,10830.76,0,,,,,,20180227,,,20180330,20180410,20180331,387,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100015846
,,,,,,,,0,0,0,,,,,,20180228,,,20180903,,20180904,388,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 577¹øÁö,11215,10400,0,577,0,11215-100015866
,,,,,,,,0,0,0,,,,,,20180307,,,20180423,20180325,20180424,389,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 577¹øÁö,11215,10400,0,577,0,11215-100015906
,,,,,,,,0,0,0,,,,,,20180308,,,20180717,,20180718,390,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 212-12¹øÁö,11215,10400,0,212,12,11215-100015907
,,,,,,,,0,0,0,,,,,,20180308,,,20181113,,20181114,391,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 145-8¹øÁö,11215,10400,0,145,8,11215-100015926
,,,,,,,,0,0,0,,,,,,20180312,,,20180705,,20180706,392,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 145-8¹øÁö,11215,10400,0,145,8,11215-100015947
,,,,,,,,0,52402.96,0,,,,,,20180312,,,20180731,20180402,20180801,393,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 576¹øÁö,11215,10400,0,576,0,11215-100015948
,,,,,,,,0,0,0,,,,,,20180329,,,20180511,,20180512,394,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 570¹øÁö,11215,10400,0,570,0,11215-100016006
,,,,,,,,0,0,0,,,,,,20180409,,,20180709,,20180710,395,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 570¹øÁö,11215,10400,0,570,0,11215-100016066
,,,,,,,,0,0,0,,,,,,20180417,,,20180716,,20180714,396,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100016147
,,,,,,,,0,0,0,,,,,,20180418,,,20180717,,20180718,397,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100016166
,,,,,,,,0,0,0,,,,,,20180426,,,20180620,,20180621,398,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100016186
,,,,,,,,0,0,0,,,,,,20180501,,,20180620,,20180621,399,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100016206
,,,,,,,,0,0,0,,,,,,20180509,,,,,20180510,400,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 453-1¹øÁö,11215,10400,0,453,1,11215-100016266
,,,,,,,,0,0,0,,,,,,20180514,,,20180718,,20180724,401,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 577¹øÁö,11215,10400,0,577,0,11215-100016286
,,,,,,,,0,0,0,,,,,,20180517,20180523,,,20180618,20180518,402,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100016306
,,,,,,,,0,0,0,,,,,,20180529,,,20181022,,20181023,403,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 567¹øÁö,11215,10400,0,567,0,11215-100016366
,,,,,,,,0,27730.04,0,,,,,,20180530,,,20180709,20180630,20180710,404,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 570¹øÁö,11215,10400,0,570,0,11215-100016426
,,,,,,,,0,0,0,,,,,,20180622,,,20180820,,20180821,405,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100016506
,,,,,,,,0,0,0,,,,,,20180622,,,20180820,,20180821,406,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100016507
,,,,,,,,0,0,0,,,,,,20180628,,,20190329,,20190330,407,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 566¹øÁö,11215,10400,0,566,0,11215-100016526
,,,,,,,,0,0,0,,,,,,20180702,,,20180709,,20180710,408,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 582¹øÁö,11215,10400,0,582,0,11215-100016546
,,,,,,,,0,0,0,,,,,,20180704,,,20181116,,20181117,409,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 218-1¹øÁö,11215,10400,0,218,1,11215-100016567
,,,,,,,,0,0,0,,,,,,20180704,,,20180823,,20180824,410,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 218-1¹øÁö,11215,10400,0,218,1,11215-100016568
,,,,,,,,0,0,0,,,,,,20180711,20180712,,,20180730,20180712,411,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 567¹øÁö,11215,10400,0,567,0,11215-100016606
,,,,,,,,0,0,0,,,,,,20180730,,,20181107,,20181108,412,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100016706
,,,,,,,,0,0,0,,,,,,20180813,,,20181029,,20181030,413,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100016786
,,,,,,,,0,0,0,,,,,,20180817,,,20181022,,20181023,414,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100016807
,,,,,,,,0,0,0,,,,,,20180820,,,,,20180821,415,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100016826
,,,,,,,,0,0,0,,,,,,20180820,,,20181011,,20181016,416,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 570¹øÁö,11215,10400,0,570,0,11215-100016846
,,,,,,,,0,34227.37,0,,,,,,20180828,,,20181023,20181013,20181024,417,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 581¹øÁö,11215,10400,0,581,0,11215-100016906
,,,,,,,,0,0,0,,,,,,20180907,,,,,20180908,418,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 577¹øÁö,11215,10400,0,577,0,11215-100016986
,,,,,,,,0,0,0,,,,,,20180907,,,,,20180908,419,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 561¹øÁö,11215,10400,0,561,0,11215-100016987
,,,,,,,,0,0,0,,,,,,20180910,,,,,20180911,420,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 576¹øÁö,11215,10400,0,576,0,11215-100017006
,,,,,,,,0,0,0,,,,,,20180918,,,,,20180919,421,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100017087
,,,,,,,,0,0,0,,,,,,20180921,,,20181029,,20181030,422,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100017146
,,,,,,,,0,0,0,,,,,,20181011,,,,,20181016,423,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100017226
,,,,,,,,0,0,0,,,,,,20181011,,,,,20181016,424,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100017227
,,,,,,,,0,0,0,,,,,,20181011,,,,,20181016,425,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100017228
,,,,,,,,0,0,0,,,,,,20181012,,,,,20181016,426,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 570¹øÁö,11215,10400,0,570,0,11215-100017246
,,,,,,,,0,17327.49,0,,,,,,20181019,20181029,,,20181116,20181020,427,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 561¹øÁö,11215,10400,0,561,0,11215-100017266
,,,,,,,,0,0,0,,,,,,20181025,,,,,20181026,428,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 362¹øÁö,11215,10400,0,362,0,11215-100017346
,,,,,,,,0,0,0,,,,,,20181025,,,,,20181026,429,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 566¹øÁö,11215,10400,0,566,0,11215-100017347
,,,,,,,,0,0,0,,,,,,20181027,20181031,,,20181130,20181030,430,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100017386
,,,,,,,,0,0,0,,,,,,20181029,,,,,20181030,431,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100017408
,,,,,,,,0,85292.75,0,,,,,,20181029,20181029,,,20181115,20181030,432,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 582¹øÁö,11215,10400,0,582,0,11215-100017409
,,,,,,,,0,0,0,,,,,,20181030,20181105,,,20181124,20181031,433,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 566¹øÁö,11215,10400,0,566,0,11215-100017426
,,,,,,,,0,0,0,,,,,,20181106,,,20181107,,20181108,434,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100017487
,,,,,,,,0,18510.68,0,,,,,,20181106,,,,,20181107,435,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 453-1¹øÁö,11215,10400,0,453,1,11215-100017488
,,,,,,,,0,0,0,,,,,,20181107,,,,,20181108,436,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 576¹øÁö,11215,10400,0,576,0,11215-100017506
,,,,,,,,0,0,0,,,,,,20181112,,,,,20181113,437,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100017526
,,,,,,,,0,0,0,,,,,,20181112,,,,,20181113,438,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100017527
,,,,,,,,0,0,0,,,,,,20181113,20181115,,,20181220,20181123,439,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100017546
,,,,,,,,0,0,0,,,,,,20181114,20181119,,,20181205,20181115,440,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100017567
,,,,,,,,0,0,0,,,,,,20181114,,,,,20181115,441,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 145-8¹øÁö,11215,10400,0,145,8,11215-100017569
,,,,,,,,0,0,0,,,,,,20181115,,,,,20181116,442,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 484¹øÁö,11215,10400,0,484,0,11215-100017586
,,,,,,,,0,0,0,,,,,,20181119,,,,,20181120,443,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 565¹øÁö,11215,10400,0,565,0,11215-100017606
,,,,,,,,0,0,0,,,,,,20181126,,,20181212,20181211,20181213,444,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100017646
,,,,,,,,0,0,0,,,,,,20181129,,,,,20181130,445,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 218-1¹øÁö,11215,10400,0,218,1,11215-100017686
,,,,,,,,0,0,0,,,,,,20181203,20181204,,,20181226,20181204,446,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 218-1¹øÁö,11215,10400,0,218,1,11215-100017726
,,,,,,,,0,0,0,,,,,,20181205,,,20190320,,20190321,447,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 218-1¹øÁö,11215,10400,0,218,1,11215-100017746
,,,,,,,,0,0,0,,,,,,20181206,,,,,20181207,448,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 582¹øÁö,11215,10400,0,582,0,11215-100017786
,,,,,,,,0,0,0,,,,,,20181207,20181211,,,20181231,20181211,449,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 453-1¹øÁö,11215,10400,0,453,1,11215-100017787
,,,,,,,,0,0,0,,,,,,20181211,20181212,,,20190110,20181212,450,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 554-7¹øÁö,11215,10400,0,554,7,11215-100017826
