date,risk
1975-01-01,0.0663975300820492
1975-04-01,0.1068443842312907
1975-07-01,0.1068443842312907
1975-10-01,0.1068443842312907
1976-01-01,0.1068443842312907
1976-04-01,0.1424591789750542
1976-07-01,0.1424591789750542
1976-10-01,0.1424591789750542
1977-01-01,0.1424591789750542
1977-04-01,0.1424591789750542
1977-07-01,0.1424591789750542
1977-10-01,0.1424591789750542
1978-01-01,0.1424591789750542
1978-04-01,0.160266576346936
1978-07-01,0.1780739737188178
1978-10-01,0.1780739737188178
1979-01-01,0.1780739737188178
1979-04-01,0.1780739737188178
1979-07-01,0.1958813710906995
1979-10-01,0.2136887684625814
1980-01-01,0.2136887684625814
1980-04-01,0.2136887684625814
1980-07-01,0.2136887684625814
1980-10-01,0.2136887684625814
1981-01-01,0.2493035632063449
1981-04-01,0.2493035632063449
1981-07-01,0.2493035632063449
1981-10-01,0.2493035632063449
1982-01-01,0.2493035632063449
1982-04-01,0.2493035632063449
1982-07-01,0.2493035632063449
1982-10-01,0.2493035632063449
1983-01-01,0.2493035632063449
1983-04-01,0.2493035632063449
1983-07-01,0.2493035632063449
1983-10-01,0.2493035632063449
1984-01-01,0.2493035632063449
1984-04-01,0.2493035632063449
1984-07-01,0.2493035632063449
1984-10-01,0.2493035632063449
1985-01-01,0.2493035632063449
1985-04-01,0.2493035632063449
1985-07-01,0.2493035632063449
1985-10-01,0.2493035632063449
1986-01-01,0.2493035632063449
1986-04-01,0.2493035632063449
1986-07-01,0.2493035632063449
1986-10-01,0.2493035632063449
1987-01-01,0.2493035632063449
1987-04-01,0.2493035632063449
1987-07-01,0.2493035632063449
1987-10-01,0.2493035632063449
1988-01-01,0.2493035632063449
1988-04-01,0.2493035632063449
1988-07-01,0.2493035632063449
1988-10-01,0.2493035632063449
1989-01-01,0.2493035632063449
1989-04-01,0.2493035632063449
1989-07-01,0.2493035632063449
1989-10-01,0.2493035632063449
1990-01-01,0.2493035632063449
1990-04-01,0.2493035632063449
1990-07-01,0.2493035632063449
1990-10-01,0.2493035632063449
1991-01-01,0.2493035632063449
1991-04-01,0.2493035632063449
1991-07-01,0.2493035632063449
1991-10-01,0.2493035632063449
1992-01-01,0.2493035632063449
1992-04-01,0.2493035632063449
1992-07-01,0.2493035632063449
1992-10-01,0.3040553818167181
1993-01-01,0.8197583453702694
1993-04-01,1.1076427420615205
1993-07-01,1.3947057184767573
1993-10-01,1.5384460896866563
1994-01-01,1.7501891692597726
1994-04-01,1.9052081093225324
1994-07-01,2.043790043310598
1994-10-01,2.2815464158777234
1995-01-01,2.470262945639947
1995-04-01,2.5676993285519
1995-07-01,2.557111435291251
1995-10-01,2.712999508037738
1996-01-01,2.8366666334797714
1996-04-01,2.8157120450747217
1996-07-01,2.863493575410605
1996-10-01,3.1230930331528355
1997-01-01,3.0382702253886915
1997-04-01,3.078798357127129
1997-07-01,3.103918392853766
1997-10-01,3.0925335461427257
1998-01-01,2.980463202271281
1998-04-01,2.9286050506787
1998-07-01,2.824135857874587
1998-10-01,2.803090968267586
1999-01-01,2.801949536913406
1999-04-01,2.638416627583472
1999-07-01,2.5700516170147694
1999-10-01,2.525483836974624
2000-01-01,2.5117431663129777
2000-04-01,2.334720634601475
2000-07-01,2.2747632504638133
2000-10-01,2.191910336891583
2001-01-01,2.1804080126516885
2001-04-01,2.149580903273188
2001-07-01,2.1025999051540523
2001-10-01,2.0643336556205703
2002-01-01,1.948322368275213
2002-04-01,1.938845489965623
2002-07-01,1.928647292660823
2002-10-01,1.913486314697972
2003-01-01,1.8969445749090417
2003-04-01,1.835818311450704
2003-07-01,1.834514185418689
2003-10-01,1.817056170646039
2004-01-01,1.7907041973777789
2004-04-01,1.7639003513812046
2004-07-01,1.7133588570306952
2004-10-01,1.6836593316134545
2005-01-01,1.6823552055814397
2005-04-01,1.6200341051943845
2005-07-01,1.563747910592438
2005-10-01,1.563747910592438
2006-01-01,1.563747910592438
2006-04-01,1.563747910592438
2006-07-01,1.5624437845604229
2006-10-01,1.5475940218518025
2007-01-01,1.5475940218518025
2007-04-01,1.54487937690095
2007-07-01,1.4937454377968056
2007-10-01,1.4937454377968056
2008-01-01,1.4924413117647906
2008-04-01,1.4933882562338654
2008-07-01,1.4746262293352246
2008-10-01,1.4746262293352246
2009-01-01,1.4746262293352246
2009-04-01,1.4733221033032098
2009-07-01,1.454560076404569
2009-10-01,1.4004942828183575
2010-01-01,1.4004942828183575
2010-04-01,1.376420317677485
2010-07-01,1.35061486623664
2010-10-01,1.35061486623664
2011-01-01,1.3321981077494174
2011-04-01,1.2953614930552078
2011-07-01,1.2967234541978616
2011-10-01,1.2967234541978616
2012-01-01,1.2967234541978616
2012-04-01,1.345805775689496
2012-07-01,1.327043748790855
2012-10-01,1.327043748790855
2013-01-01,1.327043748790855
2013-04-01,1.327043748790855
2013-07-01,1.2591032112505145
2013-10-01,1.2591032112505145
2014-01-01,1.2591032112505145
2014-04-01,1.2591032112505145
2014-07-01,1.2425614714615851
2014-10-01,1.2425614714615851
2015-01-01,1.2395777971787818
2015-04-01,1.2395777971787818
2015-07-01,1.2395777971787818
2015-10-01,1.2395777971787818
2016-01-01,1.2395777971787818
2016-04-01,1.2395777971787818
2016-07-01,1.2395777971787818
2016-10-01,1.2395777971787818
2017-01-01,1.2395777971787818
2017-04-01,1.220815770280141
2017-07-01,1.2020537433815002
2017-10-01,1.2020537433815002
2018-01-01,1.1855120035925708
2018-04-01,1.1084138069654548
2018-07-01,1.1084138069654548
2018-10-01,1.0699981530382578
2019-01-01,1.0507903260746594
