date,risk
1975-01-01,0.0665811019098868
1975-04-01,0.1041197477578607
1975-07-01,0.1041197477578607
1975-10-01,0.1041197477578607
1976-01-01,0.1041197477578607
1976-04-01,0.1388263303438142
1976-07-01,0.1388263303438142
1976-10-01,0.1388263303438142
1977-01-01,0.1388263303438142
1977-04-01,0.1388263303438142
1977-07-01,0.1388263303438142
1977-10-01,0.1388263303438142
1978-01-01,0.1388263303438142
1978-04-01,0.156179621636791
1978-07-01,0.1735329129297678
1978-10-01,0.1735329129297678
1979-01-01,0.1735329129297678
1979-04-01,0.1735329129297678
1979-07-01,0.1908862042227446
1979-10-01,0.2082394955157214
1980-01-01,0.2082394955157214
1980-04-01,0.2082394955157214
1980-07-01,0.2082394955157214
1980-10-01,0.2082394955157214
1981-01-01,0.2429460781016749
1981-04-01,0.2429460781016749
1981-07-01,0.2429460781016749
1981-10-01,0.2429460781016749
1982-01-01,0.2429460781016749
1982-04-01,0.2429460781016749
1982-07-01,0.2429460781016749
1982-10-01,0.2429460781016749
1983-01-01,0.2429460781016749
1983-04-01,0.2429460781016749
1983-07-01,0.2429460781016749
1983-10-01,0.2429460781016749
1984-01-01,0.2429460781016749
1984-04-01,0.2429460781016749
1984-07-01,0.2429460781016749
1984-10-01,0.2429460781016749
1985-01-01,0.2429460781016749
1985-04-01,0.2429460781016749
1985-07-01,0.2429460781016749
1985-10-01,0.2429460781016749
1986-01-01,0.2429460781016749
1986-04-01,0.2429460781016749
1986-07-01,0.2429460781016749
1986-10-01,0.2429460781016749
1987-01-01,0.2429460781016749
1987-04-01,0.2429460781016749
1987-07-01,0.2429460781016749
1987-10-01,0.2429460781016749
1988-01-01,0.2429460781016749
1988-04-01,0.2429460781016749
1988-07-01,0.2429460781016749
1988-10-01,0.2429460781016749
1989-01-01,0.2429460781016749
1989-04-01,0.2429460781016749
1989-07-01,0.2429460781016749
1989-10-01,0.2429460781016749
1990-01-01,0.2429460781016749
1990-04-01,0.2429460781016749
1990-07-01,0.2429460781016749
1990-10-01,0.2429460781016749
1991-01-01,0.2429460781016749
1991-04-01,0.2429460781016749
1991-07-01,0.2429460781016749
1991-10-01,0.2429460781016749
1992-01-01,0.2429460781016749
1992-04-01,0.2429460781016749
1992-07-01,0.2429460781016749
1992-10-01,0.3233529883995449
1993-01-01,0.9644059820419378
1993-04-01,1.214881247603356
1993-07-01,1.4347933897531095
1993-10-01,1.602430475681895
1994-01-01,1.795987699353813
1994-04-01,2.0047846157314035
1994-07-01,2.118571018524018
1994-10-01,2.438677603270812
1995-01-01,2.6440673734821902
1995-04-01,2.830053938010331
1995-07-01,2.9764171051372026
1995-10-01,3.1694824235946206
1996-01-01,3.3000343827211007
1996-04-01,3.278268800367224
1996-07-01,3.343431714868176
1996-10-01,3.4783512077805976
1997-01-01,3.5559720514544493
1997-04-01,3.6463728133061135
1997-07-01,3.653721666131697
1997-10-01,3.701066937935068
1998-01-01,3.552309439289507
1998-04-01,3.486191515843004
1998-07-01,3.3799949062239416
1998-10-01,3.3348713318313834
1999-01-01,3.3232236587854893
1999-04-01,3.1562548926366025
1999-07-01,3.0898817174137614
1999-10-01,3.064897786860573
2000-01-01,3.061769390145008
2000-04-01,2.8496373322378337
2000-07-01,2.749981854848643
2000-10-01,2.633826289941139
2001-01-01,2.5805532110963827
2001-04-01,2.55869767725876
2001-07-01,2.519555397383408
2001-10-01,2.470233620833276
2002-01-01,2.3506252588770704
2002-04-01,2.349718728530671
2002-07-01,2.308197874224172
2002-10-01,2.293317254258581
2003-01-01,2.276996243208661
2003-04-01,2.2406688950818143
2003-07-01,2.2289166718317888
2003-10-01,2.199877702544034
2004-01-01,2.160033064826527
2004-04-01,2.1200555439210262
2004-07-01,2.058374552533432
2004-10-01,2.047305506958026
2005-01-01,2.035553283708
2005-04-01,1.952538991753879
2005-07-01,1.868091342614557
2005-10-01,1.868091342614557
2006-01-01,1.868091342614557
2006-04-01,1.868091342614557
2006-07-01,1.856339119364532
2006-10-01,1.850804596576828
2007-01-01,1.850804596576828
2007-04-01,1.8439265193624896
2007-07-01,1.8572805052397023
2007-10-01,1.8572805052397023
2008-01-01,1.8455282819896763
2008-04-01,1.838650204775338
2008-07-01,1.816821976474568
2008-10-01,1.816821976474568
2009-01-01,1.816821976474568
2009-04-01,1.8150882400087145
2009-07-01,1.793260011707944
2009-10-01,1.7332825440564834
2010-01-01,1.7332825440564834
2010-04-01,1.6671948500766995
2010-07-01,1.6273189331133564
2010-10-01,1.6273189331133564
2011-01-01,1.6168030540658138
2011-04-01,1.5654415577311611
2011-07-01,1.5559108961306631
2011-10-01,1.5559108961306631
2012-01-01,1.5559108961306631
2012-04-01,1.5554473592543572
2012-07-01,1.5336191309535867
2012-10-01,1.5336191309535867
2013-01-01,1.5336191309535867
2013-04-01,1.5336191309535867
2013-07-01,1.4606923860240344
2013-10-01,1.4606923860240344
2014-01-01,1.4606923860240344
2014-04-01,1.4606923860240344
2014-07-01,1.4443713749741147
2014-10-01,1.4443713749741147
2015-01-01,1.4319470782827657
2015-04-01,1.4319470782827657
2015-07-01,1.4319470782827657
2015-10-01,1.4319470782827657
2016-01-01,1.4319470782827657
2016-04-01,1.4319470782827657
2016-07-01,1.4319470782827657
2016-10-01,1.4319470782827657
2017-01-01,1.4319470782827657
2017-04-01,1.410118849981995
2017-07-01,1.3882906216812243
2017-10-01,1.3882906216812243
2018-01-01,1.3719696106313046
2018-04-01,1.2870610098118558
2018-07-01,1.2870610098118558
2018-10-01,1.2494033794538653
2019-01-01,1.2305745642748702
