개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
3040000,3040000-102-1972-06844,19720804,,1,영업/정상,1,영업,nan,,,,02 4653939,75.33,143915,서울특별시 광진구 화양동 192번지 ,서울특별시 광진구 광나루로 384 (화양동),,한영술마시는노래방,2019-03-07 10:21:26,U,2019-03-09 02:40:00.0,비어(바)살롱,206328.872983303,449477.873700109,비어(바)살롱,0.0,0.0,기타,기타,상수도전용,,,,,,,,,Y,75.33,,,
