개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
3040000,3040000-103-1993-07020,19931129,,1,영업/정상,1,영업,nan,,,,02 4578100,84.37,143822,서울특별시 광진구 구의동 219-28번지 ,서울특별시 광진구 아차산로 455 (구의동),5046.0,멜론노래,2020/04/07 11:51,U,2020/04/09 2:40,단란주점,208126.0548,448589.3739,단란주점,,,,,,,,,,,,,,Y,84.37,,,
3040000,3040000-103-1994-06880,19940512,,1,영업/정상,1,영업,nan,,,,02 4988488,66.78,143900,서울특별시 광진구 중곡동 169-30,서울특별시 광진구 면목로 170 (중곡동),4904.0,무쏘 단란주점,2022/07/08 14:26,U,2021/12/06 23:02,단란주점,207240.2015,451773.6153,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1994-06935,19940314,,1,영업/정상,1,영업,nan,,,,02 4551818,73.76,143803,서울특별시 광진구 광장동 185-2번지 ,서울특별시 광진구 아차산로78길 177 (광장동),4969.0,힐링,2019/03/07 17:23,U,2019/03/09 2:40,단란주점,209495.8403,449477.4782,단란주점,,,,,,,,,,,,,,Y,73.76,,,
3040000,3040000-103-1994-06936,19940323,,1,영업/정상,1,영업,nan,,,,234091479,107.08,143915,서울특별시 광진구 화양동 225-0,서울특별시 광진구 광나루로 396 (화양동),5009.0,샴푸,2022/11/21 10:46,U,2021/10/31 22:03,단란주점,206432.2038,449440.6524,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1994-06938,19940406,,1,영업/정상,1,영업,nan,,,,02 4975617,139.97,143917,서울특별시 광진구 화양동 48-23번지 ,서울특별시 광진구 아차산로25길 8 (화양동),5019.0,슈퍼스타,2020/04/07 13:29,U,2020/04/09 2:40,단란주점,205829.2778,448837.4143,단란주점,,,,,,,,,,,,,,Y,139.97,,,
3040000,3040000-103-1994-06973,19940624,,1,영업/정상,1,영업,nan,,,,02 4544400,73.73,143-825,서울특별시 광진구 구의동 246-24,서울특별시 광진구 아차산로49길 10 (구의동),5044.0,카라,2023/04/04 13:49,U,2022/12/04 0:06,단란주점,207413.3572,448348.6246,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1994-06991,19941123,,1,영업/정상,1,영업,nan,,,,02 4472316,94.85,143890,서울특별시 광진구 중곡동 117-7번지 ,서울특별시 광진구 용마산로 17-1 (중곡동),4931.0,더블유노래빠,2019/03/08 15:27,U,2019/03/10 2:40,단란주점,207708.5475,450339.0742,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,94.85,,,
3040000,3040000-103-1994-06999,19940429,,1,영업/정상,1,영업,nan,,,,02455 3436,97.17,143866,서울특별시 광진구 자양동 624-42번지 ,서울특별시 광진구 자양로13길 40 (자양동),5057.0,더블류(W),2019/10/29 14:26,U,2019/10/31 2:40,단란주점,207181.0275,448047.3083,단란주점,0.0,0.0,기타,기타,상수도전용,,,,,,,,,Y,97.17,,,
3040000,3040000-103-1994-07010,19941031,,1,영업/정상,1,영업,nan,,,,02 4686886,140.44,143838,서울특별시 광진구 군자동 473-17 ,"서울특별시 광진구 군자로 183, 지층 (군자동)",4996.0,7080남행열차,2021/01/27 13:49,U,2021/01/29 2:40,단란주점,206842.9058,450529.4908,단란주점,,,,,,,,,,,,,,Y,140.44,,,
3040000,3040000-103-1994-07011,19940322,,1,영업/정상,1,영업,nan,,,,02 4449500,68.44,143-825,서울특별시 광진구 구의동 243-19,서울특별시 광진구 아차산로 415 (구의동),5044.0,쿨,2023/04/06 10:49,U,2022/12/04 0:08,단란주점,207767.2954,448419.7274,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1994-07069,19940917,,1,영업/정상,1,영업,nan,,,,02 4654656,125.5,143915,서울특별시 광진구 화양동 111-206번지 ,서울특별시 광진구 능동로 171 (화양동),5009.0,피터팬노래하는소주방,2019/03/08 15:29,U,2019/03/10 2:40,단란주점,206403.5376,449318.8629,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,125.5,,,
3040000,3040000-103-1994-07074,19940826,,1,영업/정상,1,영업,nan,,,,02 4757225,123.93,143885,서울특별시 광진구 중곡동 37-4번지 ,서울특별시 광진구 긴고랑로 79 (중곡동),4937.0,스타라이브,2019/09/19 13:32,U,2019/09/21 2:40,단란주점,207414.8537,450995.0555,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,123.93,,,
3040000,3040000-103-1994-07104,19940615,,1,영업/정상,1,영업,nan,,,,02 4676633,59.62,143-901,서울특별시 광진구 중곡동 193-52,서울특별시 광진구 면목로 132-1 (중곡동),4908.0,삼정,2023/02/03 4:59,U,2022/12/02 0:05,단란주점,207087.8449,451428.3931,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1995-06867,19950311,,1,영업/정상,1,영업,nan,,,,02 4669488,66.48,143914,서울특별시 광진구 화양동 7-11,서울특별시 광진구 동일로22길 102 (화양동),5018.0,엔젤,2022/11/02 15:12,U,2021/11/01 0:04,단란주점,206084.5646,448732.7276,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1995-06870,19950320,,1,영업/정상,1,영업,nan,,,,02 4671863,67.61,143838,서울특별시 광진구 군자동 476-1번지 ,서울특별시 광진구 군자로 182 (군자동),4997.0,무지개,2019/03/08 15:31,U,2019/03/10 2:40,단란주점,206845.6033,450493.5071,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,67.61,,,
3040000,3040000-103-1995-06874,19950325,,3,폐업,2,폐업,20221227.0,,,,02 4550163,149.15,143819,서울특별시 광진구 구의동 79-25,서울특별시 광진구 자양로 235 (구의동),4993.0,백두천지,2022/12/27 11:16,U,2021/11/01 22:09,단란주점,207705.6073,449505.8741,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1995-06875,19950113,,1,영업/정상,1,영업,nan,,,,02 4584984,141.14,143824,서울특별시 광진구 구의동 234-27 ,서울특별시 광진구 광나루로 508 (구의동),5031.0,쎄시봉,2021/04/02 13:20,U,2021/04/04 2:40,단란주점,207534.5677,449173.2693,단란주점,,,,,,,,,,,,,,Y,141.14,,,
3040000,3040000-103-1995-06887,19950419,,1,영업/정상,1,영업,nan,,,,02 4664920,96.08,143904,서울특별시 광진구 중곡동 244-3번지 ,서울특별시 광진구 긴고랑로 34 (중곡동),4914.0,탑노래바,2019/12/30 17:09,U,2020/01/01 2:40,단란주점,206994.4233,451181.8293,단란주점,,,,,,,,,,,,,,Y,96.08,,,
3040000,3040000-103-1995-06896,19950515,,1,영업/정상,1,영업,nan,,,,02 4477443,98.6,143888,서울특별시 광진구 중곡동 92-9 ,서울특별시 광진구 용마산로 16 (중곡동),4950.0,콜미,2021/07/12 16:03,U,2021/07/14 2:40,단란주점,207760.534,450312.9516,단란주점,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,98.6,,,
3040000,3040000-103-1995-06897,19950506,,1,영업/정상,1,영업,nan,,,,222013310,94.73,143867,서울특별시 광진구 자양동 634-12,서울특별시 광진구 자양로13길 83 (자양동),5061.0,7080라이브일번지,2022/04/08 15:09,U,2021/12/03 23:02,단란주점,207056.0649,447871.3098,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1995-06979,19950608,,1,영업/정상,1,영업,nan,,,,02 4526539,117.3,143865,서울특별시 광진구 자양동 608-19번지 ,서울특별시 광진구 뚝섬로 596 (자양동),5098.0,월드,2019/03/08 15:36,U,2019/03/10 2:40,단란주점,206641.557,447859.977,단란주점,0.0,0.0,기타,기타,상수도전용,,,,,,,,,Y,117.3,,,
3040000,3040000-103-1995-06982,19950204,,1,영업/정상,1,영업,nan,,,,02 4440101,88.33,143822,서울특별시 광진구 구의동 218-16,서울특별시 광진구 아차산로 442 (구의동),5047.0,태평양7080,2022/05/24 14:29,U,2021/12/04 22:06,단란주점,208041.679,448478.0965,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1995-07032,19950721,,1,영업/정상,1,영업,nan,,,,02 4581919,138.03,143-808,서울특별시 광진구 광장동 322-3,서울특별시 광진구 아차산로76길 32 (광장동),4969.0,한강썸라이브,2023/04/06 15:18,U,2022/12/04 0:08,단란주점,209433.056,449426.8922,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1995-07036,19950807,,1,영업/정상,1,영업,nan,,,,02 4571990,59.4,143866,서울특별시 광진구 자양동 624-29 ,서울특별시 광진구 자양로13길 22 (자양동),5057.0,가희,2022/03/11 14:15,U,2022/03/13 2:40,단란주점,207242.9399,448116.7783,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,59.4,,,
3040000,3040000-103-1995-07045,19950904,,1,영업/정상,1,영업,nan,,,,02 4610849,133.37,143899,서울특별시 광진구 중곡동 163-1 ,서울특별시 광진구 긴고랑로 50 (중곡동),4914.0,별과음악사이,2022/01/17 11:32,U,2022/01/19 2:40,단란주점,207145.533,451119.0177,단란주점,,,,,,,,,,,,,,Y,133.37,,,
3040000,3040000-103-1995-07047,19950907,,1,영업/정상,1,영업,nan,,,,02 4692390,130.68,143915,서울특별시 광진구 화양동 119-4 ,서울특별시 광진구 군자로 52 (화양동),5009.0,투투,2021/01/27 13:17,U,2021/01/29 2:40,단란주점,206168.2616,449491.4001,단란주점,,,,,,,,,,,,,,Y,130.68,,,
3040000,3040000-103-1995-07056,19950930,,1,영업/정상,1,영업,nan,,,,02 4567725,55.27,143825,서울특별시 광진구 구의동 246-31번지 ,서울특별시 광진구 자양로18길 14 (구의동),5044.0,홈런노래장,2020/05/27 11:28,U,2020/05/29 2:40,단란주점,207380.5402,448360.6995,단란주점,0.0,0.0,,,,,,,,,,,,Y,55.27,,,
3040000,3040000-103-1995-07071,19951127,,1,영업/정상,1,영업,nan,,,,02 4470080,99.54,143808,서울특별시 광진구 광장동 325-4 ,서울특별시 광진구 아차산로76가길 4 (광장동),4969.0,중일단란주점,2021/01/18 17:17,U,2021/01/20 2:40,단란주점,209430.3684,449472.3936,단란주점,0.0,0.0,기타,기타,상수도전용,,,,,,,,,Y,99.54,,,
3040000,3040000-103-1995-07080,19951206,,1,영업/정상,1,영업,nan,,,,02 4674008,91.97,143846,서울특별시 광진구 자양동 203-5 ,서울특별시 광진구 동일로 36 (자양동),5081.0,에이스단란주점,2021/03/09 14:03,U,2021/03/11 2:40,단란주점,205321.2847,448212.7421,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,91.97,,,
3040000,3040000-103-1995-07081,19951206,,1,영업/정상,1,영업,nan,,,,02  4996617,70.14,143899,서울특별시 광진구 중곡동 162-10 ,서울특별시 광진구 능동로 347-1 (중곡동),4915.0,진라이브,2020/08/19 15:44,U,2020/08/21 2:40,단란주점,207096.3042,450926.6026,단란주점,,,,,,,,,,,,,,Y,70.14,,,
3040000,3040000-103-1995-07088,19951229,,1,영업/정상,1,영업,nan,,,,02 4468600,139.89,143-821,서울특별시 광진구 구의동 200-2,서울특별시 광진구 광나루로 608 (구의동),5034.0,제일,2023/03/15 13:11,U,2022/12/02 23:07,단란주점,208353.0818,448772.0878,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1996-07091,19960116,,1,영업/정상,1,영업,nan,,,,02 4556840,120.47,143826,서울특별시 광진구 구의동 252-116 ,서울특별시 광진구 자양로18길 17 (구의동),5043.0,벤츠노래주점,2021/07/12 16:28,U,2021/07/14 2:40,단란주점,207398.6172,448394.7818,단란주점,0.0,0.0,기타,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,120.47,,,
3040000,3040000-103-1996-07103,19960322,,1,영업/정상,1,영업,nan,,,,02 4970760,56.55,143842,서울특별시 광진구 자양동 249-5번지 ,서울특별시 광진구 동일로12길 2 (자양동),5079.0,엠비씨노래방단란주점,2019/03/18 16:22,U,2019/03/20 2:40,단란주점,205458.0294,448534.9281,단란주점,,,,,,,,,,,,,,Y,56.55,,,
3040000,3040000-103-1996-07114,19960504,,1,영업/정상,1,영업,nan,,,,02 4440524,96.56,143918,서울특별시 광진구 구의동 244-19,서울특별시 광진구 아차산로 421 (구의동),5045.0,체리,2022/07/21 11:52,U,2021/12/06 22:03,단란주점,207840.4272,448448.4874,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1996-07122,19960711,,1,영업/정상,1,영업,nan,,,,02 4691133,96.58,143841,서울특별시 광진구 자양동 1-3번지 ,서울특별시 광진구 아차산로 242 (자양동),5073.0,펌프,2019/03/18 16:23,U,2019/03/20 2:40,단란주점,206109.9871,448630.833,단란주점,,,,,,,,,,,,,,Y,96.58,,,
3040000,3040000-103-1996-07125,19960720,,1,영업/정상,1,영업,nan,,,,02 4999732,120.44,143917,서울특별시 광진구 화양동 48-22번지 ,서울특별시 광진구 동일로22길 48 (화양동),5019.0,뮤직타운,2019/03/18 16:23,U,2019/03/20 2:40,단란주점,205839.5294,448833.2523,단란주점,0.0,0.0,기타,기타,상수도전용,,,,,,,,,Y,120.44,,,
3040000,3040000-103-1996-07128,19960729,,1,영업/정상,1,영업,nan,,,,02 4667471,71.5,143917,서울특별시 광진구 화양동 47-5번지 ,서울특별시 광진구 아차산로29길 33 (화양동),5018.0,짱,2019/03/18 16:24,U,2019/03/20 2:40,단란주점,205999.4278,448902.6328,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,71.5,,,
3040000,3040000-103-1996-07137,19961001,,1,영업/정상,1,영업,nan,,,,02 4447282,135.61,143885,서울특별시 광진구 중곡동 31-10번지 ,서울특별시 광진구 능동로 380 (중곡동),4934.0,궁전노래주점,2019/03/18 16:25,U,2019/03/20 2:40,단란주점,207262.1804,451204.0591,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,135.61,,,
3040000,3040000-103-1996-07139,19961010,,1,영업/정상,1,영업,nan,,,,02 4990603,69.5,143838,서울특별시 광진구 군자동 476-18번지 ,서울특별시 광진구 능동로35길 9 (군자동),4997.0,7080 라이브,2019/03/18 16:25,U,2019/03/20 2:40,단란주점,206856.1538,450488.3789,단란주점,,,,,,,,,,,,,,Y,69.5,,,
3040000,3040000-103-1996-07142,19961009,,1,영업/정상,1,영업,nan,,,,02 4441932,62.23,143914,서울특별시 광진구 화양동 5-73번지 ,서울특별시 광진구 아차산로33길 16 (화양동),5017.0,락,2019/03/18 16:26,U,2019/03/20 2:40,단란주점,206142.0817,448757.3545,단란주점,0.0,0.0,기타,기타,상수도전용,,,,,,,,,Y,62.23,,,
3040000,3040000-103-1996-07145,19961011,,1,영업/정상,1,영업,nan,,,,02 4473978,75.1,143817,서울특별시 광진구 구의동 54-5번지 ,서울특별시 광진구 자양로 275 (구의동),4954.0,꽃피는산골,2019/03/18 16:26,U,2019/03/20 2:40,단란주점,207975.5581,449815.8503,단란주점,,,,,,,,,,,,,,Y,75.1,,,
3040000,3040000-103-1996-07150,19961107,,1,영업/정상,1,영업,nan,,,,02 4654415,105.47,143838,서울특별시 광진구 군자동 473-15 ,서울특별시 광진구 능동로35길 18 (군자동),4996.0,산타페노래방주점,2021/01/27 14:06,U,2021/01/29 2:40,단란주점,206826.5638,450528.5733,단란주점,,,,,,,,,,,,,,Y,105.47,,,
3040000,3040000-103-1996-07155,19961210,,1,영업/정상,1,영업,nan,,,,234368366,97.45,143826,서울특별시 광진구 구의동 252-18 ,서울특별시 광진구 아차산로49길 29 (구의동),5043.0,포썸,2022/03/25 11:24,U,2022/03/27 2:40,단란주점,207375.4015,448441.0034,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,97.45,,,
3040000,3040000-103-1996-07157,19961214,,1,영업/정상,1,영업,nan,,,,02 4999233,115.89,143912,서울특별시 광진구 중곡동 647-19번지 ,서울특별시 광진구 능동로 327-1 (중곡동),4918.0,스윙,2019/03/18 16:28,U,2019/03/20 2:40,단란주점,207019.0917,450753.9756,단란주점,,,,,,,,,,,,,,Y,115.89,,,
3040000,3040000-103-1997-07163,19970226,,1,영업/정상,1,영업,nan,,,,02 4976640,81.4,143841,서울특별시 광진구 자양동 1-20번지 ,서울특별시 광진구 동일로20길 113 (자양동),5073.0,금강산단란주점,2019/03/18 16:29,U,2019/03/20 2:40,단란주점,206087.728,448604.8998,단란주점,,,주택가주변,기타,상수도전용,,,,,,,,,Y,81.4,,,
3040000,3040000-103-1997-07164,19970307,,1,영업/정상,1,영업,nan,,,,02 4567204,139.18,143888,서울특별시 광진구 중곡동 80-11,서울특별시 광진구 용마산로 40 (중곡동),4949.0,또깨비노래짱,2022/10/19 9:19,U,2021/10/30 22:01,단란주점,207732.8112,450547.4421,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1997-07166,19970317,,1,영업/정상,1,영업,nan,,,,02 4990603,81.22,143917,서울특별시 광진구 화양동 45-82 ,서울특별시 광진구 아차산로25길 13 (화양동),5019.0,슈퍼스타2,2021/11/01 13:33,U,2021/11/03 2:40,단란주점,205821.8985,448867.0379,단란주점,,,,,,,,,,,,,,Y,81.22,,,
3040000,3040000-103-1997-07167,19970325,,1,영업/정상,1,영업,nan,,,,02 4570220,140.82,143828,서울특별시 광진구 구의동 257-122번지 ,서울특별시 광진구 자양로18길 53 (구의동),5042.0,라이브7080백마강,2019/12/02 16:23,U,2019/12/04 2:40,단란주점,207564.5887,448441.7819,단란주점,0.0,0.0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,Y,140.82,,,
3040000,3040000-103-1997-07169,19970326,,1,영업/정상,1,영업,nan,,,,02 4613635,123.49,143900,서울특별시 광진구 중곡동 172-59번지 ,서울특별시 광진구 면목로 156 (중곡동),4908.0,스타단란주점,2019/03/18 16:31,U,2019/03/20 2:40,단란주점,207181.1961,451641.7171,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,123.49,,,
3040000,3040000-103-1997-07177,19970520,,1,영업/정상,1,영업,nan,,,,02 4570990,67.76,143825,서울특별시 광진구 구의동 246-70번지 ,서울특별시 광진구 자양로18길 34 (구의동),5044.0,퀸 노래장,2020/01/06 11:29,U,2020/01/08 2:40,단란주점,207484.2064,448394.5836,단란주점,,,기타,기타,상수도전용,,,,,,,,,Y,67.76,,,
3040000,3040000-103-1997-07178,19970617,,1,영업/정상,1,영업,nan,,,,02 4460442,51.7,143808,서울특별시 광진구 광장동 322-7 ,서울특별시 광진구 아차산로76가길 11 (광장동),4969.0,광장노래주점,2020/11/19 9:55,U,2020/11/21 2:40,단란주점,209416.9562,449424.2331,단란주점,,,,,,,,,,,,,,Y,51.7,,,
3040000,3040000-103-1997-07180,19970702,,1,영업/정상,1,영업,nan,,,,02 4627720,60.19,143904,서울특별시 광진구 중곡동 245-1번지 ,서울특별시 광진구 면목로 105 (중곡동),4913.0,가연7080 라이브,2019/04/11 10:06,U,2019/04/13 2:40,단란주점,206952.8346,451192.7863,단란주점,0.0,0.0,기타,기타,상수도전용,,,,,,,,,Y,60.19,,,
3040000,3040000-103-1997-07187,19970808,,1,영업/정상,1,영업,nan,,,,02 4661701,142.28,143842,서울특별시 광진구 자양동 24-30 ,서울특별시 광진구 동일로 88 (자양동),5071.0,테스,2020/12/17 15:03,U,2020/12/19 2:40,단란주점,205530.1096,448683.4396,단란주점,,,기타,기타,상수도전용,,,,,,,,,Y,142.28,,,
3040000,3040000-103-1997-07188,19970819,,1,영업/정상,1,영업,nan,,,,02 4589531,58.59,143828,서울특별시 광진구 구의동 257-123 ,서울특별시 광진구 자양로18길 49 (구의동),5042.0,투투7080라이브,2022/02/07 14:54,U,2022/02/09 2:40,단란주점,207548.7323,448438.582,단란주점,0.0,0.0,기타,기타,상수도전용,,,,,,,,,Y,58.59,,,
3040000,3040000-103-1997-07195,19971113,,1,영업/정상,1,영업,nan,,,,222011124,122.24,143200,"서울특별시 광진구 구의동 252-3 ,51 ","서울특별시 광진구 아차산로51길 49 (구의동,,51)",5043.0,수노래주점,2022/02/28 14:41,U,2022/03/02 2:40,단란주점,207421.5144,448550.3859,단란주점,,,,,,,,,,,,,,Y,122.24,,,
3040000,3040000-103-1997-07196,19971113,,1,영업/정상,1,영업,nan,,,,02 4538818,124.65,143825,서울특별시 광진구 구의동 246-8 지하1층,"서울특별시 광진구 자양로18길 26, 지하1층 (구의동)",5044.0,벤틀리,2022/09/23 16:57,U,2021/12/08 22:05,단란주점,207451.9786,448383.349,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1997-07197,19971119,,1,영업/정상,1,영업,nan,,,,02 4991531,131.55,143915,서울특별시 광진구 화양동 114-5 ,서울특별시 광진구 능동로19길 41 (화양동),5009.0,님프,2021/01/27 13:13,U,2021/01/29 2:40,단란주점,206247.9521,449443.9732,단란주점,0.0,0.0,기타,기타,상수도전용,,,,,,,,,Y,131.55,,,
3040000,3040000-103-1997-07200,19971219,,1,영업/정상,1,영업,nan,,,,02 4562616,80.8,143808,서울특별시 광진구 광장동 323-2,서울특별시 광진구 아차산로78길 182 (광장동),4969.0,리치노래주점,2023/01/09 17:23,U,2022/11/30 23:01,단란주점,209466.6238,449489.3333,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1998-07204,19980119,,1,영업/정상,1,영업,nan,,,,02 4981799,35.05,143917,서울특별시 광진구 화양동 49-14번지 ,서울특별시 광진구 동일로22길 40 (화양동),5020.0,가온,2019/04/11 11:35,U,2019/04/13 2:40,단란주점,205794.7956,448852.3032,단란주점,,,,,,,,,,,,,,Y,35.05,,,
3040000,3040000-103-1998-07205,19980123,,1,영업/정상,1,영업,nan,,,,02 4546343,136.93,143803,서울특별시 광진구 광장동 186,"서울특별시 광진구 아차산로78길 165, 지하1층 (광장동)",4969.0,송앤푸드,2022/06/14 16:55,U,2021/12/05 23:06,단란주점,209559.4784,449524.3415,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1998-07218,19981103,,1,영업/정상,1,영업,nan,,,,02 4993743,129.87,143915,서울특별시 광진구 화양동 111-161번지 ,서울특별시 광진구 능동로19길 36 (화양동),5009.0,화음노래광장,2019/08/04 12:23,U,2019/08/06 2:40,단란주점,206276.7696,449466.3607,단란주점,,,,,,,,,,,,,,Y,129.87,,,
3040000,3040000-102-1972-06844,19720804,,1,영업/정상,1,영업,nan,,,,02 4653939,75.33,143915,서울특별시 광진구 화양동 192번지 ,서울특별시 광진구 광나루로 384 (화양동),,한영술마시는노래방,2019-03-07 10:21:26,U,2019-03-09 02:40:00.0,비어(바)살롱,206328.872983303,449477.873700109,비어(바)살롱,0.0,0.0,기타,기타,상수도전용,,,,,,,,,Y,75.33,,,
