개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
3040000,3040000-103-1993-06903,19931122,,3,폐업,2,폐업,19941006.0,,,,204526539,,143865,서울특별시 광진구 자양동 608-19번지 ,,,스타영상가요반주단란,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206641.557,447859.977,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,100.29,,,
3040000,3040000-103-1993-06905,19930903,,1,영업/정상,1,영업,nan,,,,02 4468227,108.72,143826,서울특별시 광진구 구의동 252-90 ,서울특별시 광진구 자양로 112 (구의동),5043.0,제이제이(JJ)노래주점,2021/11/01 15:33,U,2021/11/03 2:40,단란주점,207326.7236,448373.8358,단란주점,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,108.72,,,
3040000,3040000-103-1993-06906,19931019,,3,폐업,2,폐업,19980818.0,,,,02 4447648,,143825,서울특별시 광진구 구의동 246-16번지 ,,,가람단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207355.378,448341.8927,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,117.16,,,
3040000,3040000-103-1993-06907,19931103,,1,영업/정상,1,영업,nan,,,,02 4529110,75.6,143866,서울특별시 광진구 자양동 624-30 ,"서울특별시 광진구 자양로13길 26, 지층 (자양동)",5057.0,궁전,2021/02/17 17:26,U,2021/02/19 2:40,단란주점,207234.6846,448107.573,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,75.6,,,
3040000,3040000-103-1993-06908,19931106,,3,폐업,2,폐업,20010426.0,,,,02 4995270,,143838,서울특별시 광진구 군자동 91-7번지 ,,,오아시스,2002/08/09 0:00,I,2018/08/31 23:59,단란주점,206333.1761,450487.4483,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,140.85,,,
3040000,3040000-103-1993-06909,19931110,,3,폐업,2,폐업,19970911.0,,,,02 4671085,,143916,서울특별시 광진구 화양동 18-32번지 ,,,황제단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206041.4888,449522.6242,단란주점,0.0,0.0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,97.74,,,
3040000,3040000-103-1993-06910,19931112,,3,폐업,2,폐업,20020228.0,,,,02 4535511,,143890,서울특별시 광진구 중곡동 125-1번지 ,,,청록단란주점,2002/04/12 0:00,I,2018/08/31 23:59,단란주점,207610.9547,450813.1179,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,122.22,,,
3040000,3040000-103-1993-06911,19931122,,3,폐업,2,폐업,19971104.0,,,,02 4670067,,143904,서울특별시 광진구 중곡동 245-1번지 ,,,비지니스킹카단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206952.8346,451192.7863,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,87.3,,,
3040000,3040000-103-1993-06912,19931123,,3,폐업,2,폐업,20120103.0,,,,02 4526222,,143873,서울특별시 광진구 자양동 679-28번지 ,서울특별시 광진구 뚝섬로 680 (자양동),,태평양,2011/12/13 15:13,I,2018/08/31 23:59,단란주점,207450.4592,447746.3211,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,141.78,,,
3040000,3040000-103-1993-06913,19931123,,3,폐업,2,폐업,19990331.0,,,,02 4445459,,143908,서울특별시 광진구 중곡동 341-7번지 ,,,무비스타단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207161.4559,450484.3861,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,69.08,,,
3040000,3040000-103-1993-06914,19931123,,3,폐업,2,폐업,20001101.0,,,,02 2012367,,143853,서울특별시 광진구 자양동 779-11번지 ,,,보스비지니스단란주점,2002/05/15 0:00,I,2018/08/31 23:59,단란주점,207264.3764,448406.9758,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,123.98,,,
3040000,3040000-103-1993-06915,19931126,,3,폐업,2,폐업,19980730.0,,,,02 4584684,,143865,서울특별시 광진구 자양동 607-14번지 ,,,만남단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206787.81,447805.8488,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,66.24,,,
3040000,3040000-103-1993-06916,19931129,,3,폐업,2,폐업,20100222.0,,,,02 4998406,,143841,서울특별시 광진구 자양동 7-22번지 ,,,피플피플단란주점,2002/10/23 0:00,I,2018/08/31 23:59,단란주점,205952.3938,448664.2635,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,96.56,,,
3040000,3040000-103-1993-06917,19931216,,1,영업/정상,1,영업,nan,,,,02 4586007,103.52,143825,서울특별시 광진구 구의동 243-22 ,서울특별시 광진구 아차산로 413 (구의동),5044.0,당근노래주점,2020/11/23 15:44,U,2020/11/25 2:40,단란주점,207749.1213,448413.8608,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,103.52,,,
3040000,3040000-103-1993-06918,19931214,,1,영업/정상,1,영업,nan,,,,02 4676114,93.68,143843,서울특별시 광진구 자양동 45-34 ,서울특별시 광진구 뚝섬로 492 (자양동),5085.0,라이브(술있는 노래방),2021/07/12 14:50,U,2021/07/14 2:40,단란주점,205670.8189,448202.8825,단란주점,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,93.68,,,
3040000,3040000-103-1993-06919,19931201,,3,폐업,2,폐업,19940812.0,,,,204524199,,143821,서울특별시 광진구 구의동 199-6번지 ,,,코리아나단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,208385.6149,448722.9525,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,76.54,,,
3040000,3040000-103-1993-06921,19931222,,3,폐업,2,폐업,19980625.0,,,,204445393,,143915,서울특별시 광진구 화양동 111-72번지 ,,,청기와단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206508.8515,449413.7287,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,102.93,,,
3040000,3040000-103-1993-06922,19931228,,3,폐업,2,폐업,19951031.0,,,,02   00000,,143887,서울특별시 광진구 중곡동 78-1번지 ,,,카사,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207696.7007,450745.9991,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,94.73,,,
3040000,3040000-103-1993-06923,19931230,,3,폐업,2,폐업,20060210.0,,,,02 4634036,,143912,서울특별시 광진구 중곡동 647-20번지 ,,,힐탑,2002/10/24 0:00,I,2018/08/31 23:59,단란주점,207025.7957,450766.8495,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,134.58,,,
3040000,3040000-103-1993-06924,19931210,,3,폐업,2,폐업,19940514.0,,,,204983369,,143915,서울특별시 광진구 화양동 112-12번지 ,,,돌바람호프단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206385.9234,449411.9133,단란주점,0.0,0.0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,87.26,,,
3040000,3040000-103-1993-06930,19931211,,3,폐업,2,폐업,19941117.0,,,,204548828,,143826,서울특별시 광진구 구의동 252-116번지 ,,,로렐라이단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207398.6172,448394.7818,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,73.5,,,
3040000,3040000-103-1993-06942,19931227,,3,폐업,2,폐업,19940613.0,,,,02 4562513,,143915,서울특별시 광진구 화양동 111-93번지 ,,,씨에프단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206456.174,449319.5187,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,147.86,,,
3040000,3040000-103-1993-06952,19931231,,3,폐업,2,폐업,19950904.0,,,,204643412,,143915,서울특별시 광진구 화양동 206-0번지 ,,,도시호프단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206376.2506,449455.0461,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,138.0,,,
3040000,3040000-103-1993-06960,19931123,,1,영업/정상,1,영업,nan,,,,02 4447704,90.41,143865,서울특별시 광진구 자양동 607-17 ,서울특별시 광진구 뚝섬로 608 (자양동),5099.0,쉘리단란주점,2021/05/24 17:40,U,2021/05/26 2:40,단란주점,206752.4758,447819.0704,단란주점,,,,,,,,,,,,,,Y,90.41,,,
3040000,3040000-103-1993-06966,19931021,,3,폐업,2,폐업,19991101.0,,,,02 4577070,,143825,서울특별시 광진구 구의동 246-31번지 ,,,황실단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207380.5402,448360.6995,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,60.9,,,
3040000,3040000-103-1993-06969,19931112,,3,폐업,2,폐업,20020930.0,,,,02 4630284,,143916,서울특별시 광진구 화양동 23-40번지 ,,,러브포트단란주점,2002/01/21 0:00,I,2018/08/31 23:59,단란주점,205855.6394,449404.7443,단란주점,0.0,0.0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,102.9,,,
3040000,3040000-103-1993-06970,19931115,,3,폐업,2,폐업,20000120.0,,,,02 4999598,,143914,서울특별시 광진구 화양동 8-27번지 ,,,스파트,2000/01/24 0:00,I,2018/08/31 23:59,단란주점,206101.5911,448768.0997,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,40.0,,,
3040000,3040000-103-1993-06971,19931117,,3,폐업,2,폐업,19951114.0,,,,204987316,,143914,서울특별시 광진구 화양동 8-100번지 ,,,돌고래,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206068.0154,448761.6323,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,63.95,,,
3040000,3040000-103-1993-06985,19931230,,3,폐업,2,폐업,20001101.0,,,,02 4655431,,143915,서울특별시 광진구 화양동 112-17번지 ,,,엠티브이단란주점,2002/05/15 0:00,I,2018/08/31 23:59,단란주점,206349.0913,449427.4204,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,56.0,,,
3040000,3040000-103-1993-06995,19931111,,1,영업/정상,1,영업,nan,,,,02 4460345,151.46,143817,서울특별시 광진구 구의동 54-20번지 ,서울특별시 광진구 천호대로 681 (구의동),4954.0,골드,2020/04/07 11:52,U,2020/04/09 2:40,단란주점,207965.6355,449806.78,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,151.46,,,
3040000,3040000-103-1993-06996,19931223,,3,폐업,2,폐업,20210719.0,,,,02 4540827,79.86,143826,서울특별시 광진구 구의동 252-130 ,서울특별시 광진구 아차산로51길 31 (구의동),5043.0,올리브,2021/07/19 11:56,U,2021/07/21 2:40,단란주점,207429.6707,448459.5368,단란주점,0.0,0.0,주택가주변,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,79.86,,,
3040000,3040000-103-1993-07001,19931201,,1,영업/정상,1,영업,nan,,,,02 4561029,121.35,143867,서울특별시 광진구 자양동 628-33 ,서울특별시 광진구 자양로 71 (자양동),5056.0,아지트,2021/07/12 14:51,U,2021/07/14 2:40,단란주점,207366.8051,447998.4856,단란주점,0.0,0.0,기타,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,121.35,,,
3040000,3040000-103-1993-07014,19931216,,1,영업/정상,1,영업,nan,,,,222017775,88.54,143867,서울특별시 광진구 자양동 627-2,서울특별시 광진구 자양로 87 (자양동),5056.0,평야7080,2022/07/14 14:32,U,2021/12/06 23:06,단란주점,207320.1734,448158.3168,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1993-07017,19931129,,3,폐업,2,폐업,19990325.0,,,,02 4683489,,143841,서울특별시 광진구 자양동 9-31번지 ,,,드라마단란주점,2003/02/03 0:00,I,2018/08/31 23:59,단란주점,205887.5155,448665.5986,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,131.6,,,
3040000,3040000-103-1993-07020,19931129,,1,영업/정상,1,영업,nan,,,,02 4578100,84.37,143822,서울특별시 광진구 구의동 219-28번지 ,서울특별시 광진구 아차산로 455 (구의동),5046.0,멜론노래,2020/04/07 11:51,U,2020/04/09 2:40,단란주점,208126.0548,448589.3739,단란주점,,,,,,,,,,,,,,Y,84.37,,,
3040000,3040000-103-1993-07023,19931103,,3,폐업,2,폐업,20011107.0,,,,02 4620031,,143916,서울특별시 광진구 화양동 21-1번지 ,,,영 단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206010.2688,449527.1618,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,143.85,,,
3040000,3040000-103-1993-07024,19931111,,3,폐업,2,폐업,20060118.0,,,,234362991,,143828,서울특별시 광진구 구의동 257-97번지 ,,,억불,2005/12/09 0:00,I,2018/08/31 23:59,단란주점,207448.6302,448555.4002,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,80.43,,,
3040000,3040000-103-1993-07030,19931027,,3,폐업,2,폐업,19950104.0,,,,204638219,,143916,서울특별시 광진구 화양동 21-38번지 ,,,청록,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,205966.6491,449499.9441,단란주점,0.0,0.0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,83.96,,,
3040000,3040000-103-1993-07052,19931105,,3,폐업,2,폐업,19991220.0,,,,2,,143908,서울특별시 광진구 중곡동 340-3번지 ,,,뮤즈단란주점,1999/12/22 0:00,I,2018/08/31 23:59,단란주점,207324.4805,451013.4638,단란주점,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,44.16,,,
3040000,3040000-103-1993-07055,19931019,,3,폐업,2,폐업,20080227.0,,,,02 6630660,,143841,서울특별시 광진구 자양동 9-3번지 ,,,환타지아,2003/09/26 0:00,I,2018/08/31 23:59,단란주점,205857.8802,448682.0795,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,110.6,,,
3040000,3040000-103-1993-07059,19931228,,3,폐업,2,폐업,19971104.0,,,,02 4547310,,143961,서울특별시 광진구 구의동 227-6번지 ,,,그린단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207938.1602,449059.8757,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,72.8,,,
3040000,3040000-103-1993-07063,19931227,,3,폐업,2,폐업,19991230.0,,,,02 4996668,,143916,서울특별시 광진구 화양동 17-10번지 ,,,천리향단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206086.3741,449463.5471,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,119.14,,,
3040000,3040000-103-1993-07079,19931230,,3,폐업,2,폐업,20001101.0,,,,02 4651988,,143915,서울특별시 광진구 화양동 116-9번지 ,,,다운타운단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206218.6103,449470.4013,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,46.78,,,
3040000,3040000-103-1993-07085,19931218,,3,폐업,2,폐업,20010110.0,,,,02 4974795,,143841,서울특별시 광진구 자양동 6-76번지 ,,,귀빈단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,205960.1301,448639.0202,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,56.11,,,
3040000,3040000-103-1993-07090,19931122,,3,폐업,2,폐업,20001101.0,,,,204580705,,143962,서울특별시 광진구 구의동 229-43번지 ,,,만남단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207884.5732,449151.6963,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,80.06,,,
3040000,3040000-102-1972-06844,19720804,,1,영업/정상,1,영업,nan,,,,02 4653939,75.33,143915,서울특별시 광진구 화양동 192번지 ,서울특별시 광진구 광나루로 384 (화양동),,한영술마시는노래방,2019-03-07 10:21:26,U,2019-03-09 02:40:00.0,비어(바)살롱,206328.872983303,449477.873700109,비어(바)살롱,0.0,0.0,기타,기타,상수도전용,,,,,,,,,Y,75.33,,,
3040000,3040000-102-1974-06848,19741105,,3,폐업,2,폐업,20210511.0,,,,02 4473309,114.10,143898,서울특별시 광진구 중곡동 157-23 ,서울특별시 광진구 천호대로 555 (중곡동),4929.0,팔도강산,2021-05-11 14:01:35,U,2021-05-13 02:40:00.0,스텐드바,207009.688679603,450562.934993621,스텐드바,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,114.1,,,
3040000,3040000-102-1974-06852,19741019,,1,영업/정상,1,영업,nan,,,,02 4986262,89.48,143916,서울특별시 광진구 화양동 23-39 ,서울특별시 광진구 동일로 168 (화양동),5007.0,카라노래바,2021-05-04 14:55:23,U,2021-05-06 02:40:00.0,룸살롱,205850.752898178,449421.557205139,룸살롱,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,89.48,,,
3040000,3040000-102-1975-06843,19751010,,3,폐업,2,폐업,20100621.0,,,,02 4644399,,143915,서울특별시 광진구 화양동 132-75번지 ,,,앵콜술마시는노래방,2009-04-08 10:53:17,I,2018-08-31 23:59:59.0,스텐드바,206164.174089426,449443.616319427,스텐드바,,,,,,,,,,,,,,N,112.55,,,
3040000,3040000-102-1975-06849,19751126,,3,폐업,2,폐업,20150123.0,,,,02 4972411,,143916,서울특별시 광진구 화양동 20-25번지 ,서울특별시 광진구 광나루로12길 19 (화양동),5007.0,해피,2014-12-19 15:33:45,I,2018-08-31 23:59:59.0,카바레,205905.74839177,449388.004193115,카바레,,,,,,,,,,,,,,N,176.87,,,
3040000,3040000-102-1975-06857,19751126,,3,폐업,2,폐업,20210810.0,,,,02 4974833,94.96,143130,"서울특별시 광진구 화양동 23-28 , 29 ","서울특별시 광진구 동일로 170 (화양동,, 29)",5007.0,바나나클럽,2021-08-10 16:24:18,U,2021-08-12 02:40:00.0,룸살롱,205860.717455208,449443.416894074,룸살롱,0.0,0.0,기타,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,94.96,,,
3040000,3040000-102-1976-06841,19761101,,1,영업/정상,1,영업,nan,,,,02 4587970,119.50,143961,서울특별시 광진구 구의동 228-1,서울특별시 광진구 구의로 72 (구의동),5033.0,술마시는뮤직노래방,2022-08-19 12:33:06,U,2021-12-07 22:01:00.0,룸살롱,207948.082969671,449133.204252319,,,,,,,,,,,,,,,,,,,
3040000,3040000-102-1976-06858,19760223,,1,영업/정상,1,영업,nan,,,,02 4978170,96.76,143840,서울특별시 광진구 군자동 355-14번지 ,서울특별시 광진구 광나루로 347 (군자동),5003.0,쎄시,2019-03-07 10:25:38,U,2019-03-09 02:40:00.0,룸살롱,205997.23851977,449576.658143009,룸살롱,,,,,,,,,,,,,,Y,96.76,,,
3040000,3040000-102-1977-06846,19770107,,1,영업/정상,1,영업,nan,,,,02 4651159,100.00,143840,서울특별시 광진구 군자동 359 ,서울특별시 광진구 군자로 69 (군자동),5003.0,파라곤노래바,2021-03-17 18:05:24,U,2021-03-19 02:40:00.0,룸살롱,206167.328993767,449683.137301888,룸살롱,0.0,0.0,기타,기타,상수도전용,,,,,,,,,Y,100.0,,,
3040000,3040000-102-1977-06859,19770323,,1,영업/정상,1,영업,nan,,,,02 4662293,181.05,143840,서울특별시 광진구 군자동 355-10번지 ,서울특별시 광진구 광나루로 341 (군자동),5003.0,비타민,2019-03-07 10:27:55,U,2019-03-09 02:40:00.0,룸살롱,205932.977481779,449586.519434337,룸살롱,,,,,,,,,,,,,,Y,181.05,,,
3040000,3040000-102-1978-06837,19780718,,3,폐업,2,폐업,20010502.0,,,,02 4530121,,143800,서울특별시 광진구 광장동 21-0번지 ,,,댄스바제스티,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,관광호텔나이트(디스코),209766.973555533,450385.000713887,관광호텔나이트(디스코),0.0,,기타,기타,상수도전용,,,,,,,,,N,379.51,,,
3040000,3040000-102-1978-06839,19780712,,3,폐업,2,폐업,19991201.0,,,,02 4530121,,143800,서울특별시 광진구 광장동 20-0번지 ,,,가야금홀,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,극장식당,209774.837148217,450375.560906228,극장식당,0.0,,기타,갑,상수도전용,,,,,,,,,N,2685.2,,,
3040000,3040000-102-1978-06855,19780803,,3,폐업,2,폐업,20221201.0,,,,02 4569118,104.29,143874,서울특별시 광진구 자양동 680-0,서울특별시 광진구 자양로 94 (자양동),5051.0,유정,2022-12-01 17:21:52,U,2021-11-02 00:03:00.0,룸살롱,207361.467517416,448213.079819462,,,,,,,,,,,,,,,,,,,
3040000,3040000-102-1979-06840,19790922,,1,영업/정상,1,영업,nan,,,,02 4586624,92.97,143827,서울특별시 광진구 구의동 253-13번지 ,서울특별시 광진구 자양로 187 (구의동),5024.0,가시나무새,2020-04-07 19:24:45,U,2020-04-09 02:40:00.0,스텐드바,207417.486550188,449130.865792573,스텐드바,,,,,,,,,,,,,,Y,92.97,,,
3040000,3040000-102-1979-06851,19790418,,1,영업/정상,1,영업,nan,,,,02 4663139,250.18,143916,서울특별시 광진구 화양동 23-40,서울특별시 광진구 동일로 166 (화양동),5007.0,W(더블유),2022-12-09 10:46:24,U,2021-11-01 23:01:00.0,카바레,205855.639385187,449404.744322513,,,,,,,,,,,,,,,,,,,
3040000,3040000-102-1979-06860,19790309,,1,영업/정상,1,영업,nan,,,,02 4639696,120.14,143130,"서울특별시 광진구 화양동 24-1번지 , 7 ","서울특별시 광진구 동일로 164 (화양동,, 7)",5013.0,슈퍼모델,2020-04-07 19:26:03,U,2020-04-09 02:40:00.0,룸살롱,205839.749249664,449386.206084012,룸살롱,0.0,0.0,주택가주변,을,상수도전용,,,,,,,,,Y,120.14,,,
3040000,3040000-102-1980-06836,19800917,,3,폐업,2,폐업,20190522.0,,,,02 4441178,"1,871.00",143803,"서울특별시 광진구 광장동 188-2번지 1,2층 ",서울특별시 광진구 아차산로78길 147 (광장동),4969.0,한강관광호텔나이트클럽,2019-05-22 10:58:34,U,2019-05-24 02:40:00.0,관광호텔나이트(디스코),209602.113978282,449468.709626347,관광호텔나이트(디스코),,,,,,,,,,,,,,Y,1871.0,,,
3040000,3040000-102-1980-06842,19800712,,1,영업/정상,1,영업,nan,,,,02 4444039,131.90,143819,서울특별시 광진구 구의동 66-62번지 ,서울특별시 광진구 광나루로 529 (구의동),4977.0,쉬리,2020-04-07 19:26:53,U,2020-04-09 02:40:00.0,스텐드바,207748.736496653,449212.187153261,스텐드바,,,,,,,,,,,,,,Y,131.9,,,
3040000,3040000-102-1980-06847,19800516,,1,영업/정상,1,영업,nan,,,,02 4468227,133.89,143826,서울특별시 광진구 구의동 252-44,서울특별시 광진구 자양로 112 (구의동),5043.0,뮤즈노래바,2022-12-28 10:26:11,U,2021-11-01 21:00:00.0,룸살롱,207324.953590357,448395.067457312,,,,,,,,,,,,,,,,,,,
