개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
3040000,3040000-102-1972-06844,19720804,,1,영업/정상,1,영업,nan,,,,02 4653939,75.33,143915,서울특별시 광진구 화양동 192번지 ,서울특별시 광진구 광나루로 384 (화양동),,한영술마시는노래방,2019-03-07 10:21:26,U,2019-03-09 02:40:00.0,비어(바)살롱,206328.872983303,449477.873700109,비어(바)살롱,0.0,0.0,기타,기타,상수도전용,,,,,,,,,Y,75.33,,,
3040000,3040000-102-1974-06848,19741105,,3,폐업,2,폐업,20210511.0,,,,02 4473309,114.10,143898,서울특별시 광진구 중곡동 157-23 ,서울특별시 광진구 천호대로 555 (중곡동),4929.0,팔도강산,2021-05-11 14:01:35,U,2021-05-13 02:40:00.0,스텐드바,207009.688679603,450562.934993621,스텐드바,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,114.1,,,
3040000,3040000-102-1974-06852,19741019,,1,영업/정상,1,영업,nan,,,,02 4986262,89.48,143916,서울특별시 광진구 화양동 23-39 ,서울특별시 광진구 동일로 168 (화양동),5007.0,카라노래바,2021-05-04 14:55:23,U,2021-05-06 02:40:00.0,룸살롱,205850.752898178,449421.557205139,룸살롱,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,89.48,,,
3040000,3040000-102-1975-06843,19751010,,3,폐업,2,폐업,20100621.0,,,,02 4644399,,143915,서울특별시 광진구 화양동 132-75번지 ,,,앵콜술마시는노래방,2009-04-08 10:53:17,I,2018-08-31 23:59:59.0,스텐드바,206164.174089426,449443.616319427,스텐드바,,,,,,,,,,,,,,N,112.55,,,
3040000,3040000-102-1975-06849,19751126,,3,폐업,2,폐업,20150123.0,,,,02 4972411,,143916,서울특별시 광진구 화양동 20-25번지 ,서울특별시 광진구 광나루로12길 19 (화양동),5007.0,해피,2014-12-19 15:33:45,I,2018-08-31 23:59:59.0,카바레,205905.74839177,449388.004193115,카바레,,,,,,,,,,,,,,N,176.87,,,
3040000,3040000-102-1975-06857,19751126,,3,폐업,2,폐업,20210810.0,,,,02 4974833,94.96,143130,"서울특별시 광진구 화양동 23-28 , 29 ","서울특별시 광진구 동일로 170 (화양동,, 29)",5007.0,바나나클럽,2021-08-10 16:24:18,U,2021-08-12 02:40:00.0,룸살롱,205860.717455208,449443.416894074,룸살롱,0.0,0.0,기타,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,94.96,,,
3040000,3040000-102-1976-06841,19761101,,1,영업/정상,1,영업,nan,,,,02 4587970,119.50,143961,서울특별시 광진구 구의동 228-1,서울특별시 광진구 구의로 72 (구의동),5033.0,술마시는뮤직노래방,2022-08-19 12:33:06,U,2021-12-07 22:01:00.0,룸살롱,207948.082969671,449133.204252319,,,,,,,,,,,,,,,,,,,
3040000,3040000-102-1976-06858,19760223,,1,영업/정상,1,영업,nan,,,,02 4978170,96.76,143840,서울특별시 광진구 군자동 355-14번지 ,서울특별시 광진구 광나루로 347 (군자동),5003.0,쎄시,2019-03-07 10:25:38,U,2019-03-09 02:40:00.0,룸살롱,205997.23851977,449576.658143009,룸살롱,,,,,,,,,,,,,,Y,96.76,,,
